Code Postal,Prix (€),Surface (m2),Prix du m2,Nbr de Pieces
92330,295000,39.0,7256,2
92120,145000,27.33,4940,1
92100,200000,19.0,10500,1
92600,273000,78.0,3500,4
92000,259900,48.5,5359,3
92150,253434,Âge de la crédirentière : 77,5359,57 m²
92400,299000,33.0,9061,2
92330,260000,26.33,9875,1
92000,232500,46.69,4980,3
92170,285000,38.0,7500,2
92270,132500,17.01,7349,1
92600,210000,28.0,7143,2
92160,275000,68.6,3834,4
92600,150000,22.0,6818,2
92270,169000,18.72,9028,18 m² de terrain
92240,240000,52.0,4423,3
92210,80000,14.5,5517,1
92600,169000,23.0,7348,2
92170,299000,41.0,7098,2
92130,230000,36.5,6301,2
92600,200000,24.0,8333,1
92390,169900,65.0,2614,4
92290,221000,43.0,5140,2
92600,227000,35.97,6311,2
92360,295000,76.0,3688,4
92700,204104,21.0,9719,1
92390,219000,78.0,2808,4
92140,256000,54.79,4672,3
92220,295000,70.0,4214,4
92110,233500,32.6,6902,2
92250,276000,39.0,7077,3
92130,130000,12.16,10100,1
92600,150000,18.0,8000,1
92600,292000,79.0,3696,4
92210,129000,16.0,8063,1
92270,195000,34.0,5515,2
92160,157500,44.18,3565,2
92000,167000,22.0,7591,1
92160,299000,63.0,4746,3
92110,260000,34.0,7647,2
92140,240000,30.0,8000,2
92700,175000,30.0,5833,1
92360,281000,87.09,3073,5
92190,75000,11.0,6818,1
92120,188400,19.0,9916,1
92600,249000,44.0,5659,2
92700,259500,53.68,4657,3
92120,45000,12.39,3305,1
92000,264900,62.0,4273,3
92500,299990,60.34,4806,3
92500,164000,19.0,8158,1
92330,294000,50.0,5880,2
92700,169000,29.48,5326,2
92400,219000,32.0,6844,1
92110,180000,21.53,7896,1
92110,199000,26.52,7164,2
92800,169000,20.0,8000,1
92200,201400,15.0,12700,1
92500,180000,27.72,6494,1
92300,153700,14.0,1100,1
92270,300000,45.0,6667,2
92360,209000,55.0,3636,3
92500,288000,53.62,5371,3
92230,243000,66.51,3654,4
92310,260000,51.0,5098,2
92700,185000,39.01,4742,2
92600,294500,37.0,7959,2
92600,215000,41.72,5153,2
92340,299000,61.02,4671,4
92000,199900,30.13,6635,1
92100,149000,15.0,9933,1
92160,211000,38.02,5339,2
92500,243000,36.0,6389,1
92000,290000,67.0,4328,3
92270,230000,43.0,5349,2
92600,269000,60.0,4333,3
92700,210000,68.0,3088,3
92130,295000,38.0,7368,2
92110,187000,31.0,5742,1
92400,263000,32.0,7906,2
92170,249000,31.5,7587,2
92130,228000,25.25,9030,2
92500,220000,67.0,3284,3
92700,149000,24.0,6208,1
92140,299000,51.76,5777,3
92100,281800,31.0,8710,2
92320,239400,32.05,7114,2
92140,274900,79.0,3480,5
92140,230000,43.0,5116,2
92230,250000,80.0,3125,4
92130,242500,29.0,8362,1
92100,295000,32.2,9161,2
92160,226000,42.64,5300,2
92210,250000,41.0,5854,2
92270,259000,38.0,6816,2
92000,220000,33.71,6526,2
92150,295000,50.0,5620,2
92600,199000,25.0,7960,1
92500,210000,54.0,3722,3
92600,75000,8.06,8685,1
92500,189000,26.0,6923,2
92600,239000,34.0,7029,2
92290,210000,46.06,4342,2
92130,138800,17.35,7493,1
92340,280000,49.54,5652,3
92360,219000,55.0,3818,3
92400,269300,37.0,7135,2
92000,164900,30.0,5497,2
92600,127500,17.0,7500,2
92500,219500,67.0,3276,3
92500,265000,37.0,7162,2
92350,à partir de 235 000 €,2 pièces,7162,Livraison 3e trim. 2025
92100,299000,26.58,11300,1
92500,240000,63.5,3780,4
92000,285000,57.55,4952,3
92320,238000,42.34,5432,2
92500,181000,51.0,3333,2
92000,286000,52.25,5263,3
92700,153000,22.32,6855,1
92140,258000,45.0,5444,2
92700,272000,49.0,5551,2
92300,259000,29.0,8414,1
92400,269000,44.5,6045,2
92700,235000,33.53,7009,2
92500,240000,65.0,3462,3
92250,240000,25.03,9588,1
92600,180870,34.0,5320,2
92140,184000,26.0,6731,1
92290,264 800 à 280 800 €,46 à 48 m²,6731,2
92500,240000,67.0,3358,3
92300,298000,49.0,5714,2
92300,257000,52.75,4645,2
92600,233800,29.55,7912,1
92200,134000,12.1,11100,1
92500,220000,67.0,3060,3
92300,256000,53.0,4577,2
92370,294000,50.0,5880,2
92130,296000,48.0,5875,2
92160,168000,34.22,4676,1
92140,295000,42.27,6979,2
92230,265000,40.0,6625,2
92600,255000,41.0,6000,2
92100,194900,21.0,8810,1
92200,120000,11.0,10900,1
92220,179000,30.42,5884,1
92500,230000,51.0,4314,3
92320,271000,41.0,6610,2
92170,206000,1 pièce,6610,Date de réalisation du DPE : 22 décembre 2021
92600,230000,62.0,3710,3
92200,270000,25.0,10800,1
92600,285000,35.0,7886,1
92310,280000,52.0,5385,2
92380,250000,30.0,8333,2
92130,155000,20.0,7750,1
92170,200000,26.0,7692,1
92170,106000,19.0,5263,1
92250,130000,15.74,7624,1
92370,195000,31.67,6157,1
92170,299000,55.25,5158,3
92240,236000,29.02,8132,2
92110,245000,30.0,7667,2
92320,249000,61.02,4081,3
92330,277000,31.0,8935,1
92170,109000,11.0,9909,1
92360,195000,54.77,3560,3
92300,200000,20.0,9600,1
92170,225000,26.0,8654,2
92600,249000,34.0,7324,2
92600,280000,41.0,6592,2
92270,283500,41.0,6915,2
92500,231000,25.0,9240,1
92350,294000,2 pièces,9240,Point de vente : 13 avenue Denis Papin 92350 Le-Plessis-Robinson
92240,246750,30.0,7833,2
92130,228000,25.25,9030,1
92500,215000,31.0,6935,1
92500,215000,31.0,6935,1
92600,245000,27.75,8829,1
92400,285000,42.0,6476,2
92250,285000,28.69,9934,1
92380,136000,20.0,6500,1
92290,245000,46.35,4962,2
92260,167000,26.0,6423,1
92220,288000,40.0,7200,2
92360,219000,55.0,3982,3
92500,230000,66.0,3258,3
92400,220000,27.1,8118,1
92150,199000,23.28,8119,2
92410,55000,9.03,6091,1
92310,280000,52.0,5385,2
92360,190000,43.0,4419,2
92320,289000,45.83,6088,3
92130,159000,19.0,8368,1
92260,162000,26.0,6231,1
92600,215000,35.0,6143,1
92200,230000,23.0,1000,1
92220,260000,60.0,4333,3
92390,108000,22.0,4909,1
92600,75000,8.0,8750,1
92110,235000,29.0,7759,2
92600,300000,88.0,3409,5
92600,125000,18.0,6944,1
92120,289000,42.0,6881,2
92290,280000,69.0,4058,2
92270,252000,27.45,9180,1
92260,235000,56.0,4196,3
92140,235000,28.13,8354,1
92210,220000,34.0,6294,1
92170,297000,54.74,5426,3
92500,194000,30.76,6307,1
92120,299900,32.68,8721,1
92130,158500,20.0,7925,1
92220,135000,22.0,6136,1
92300,299000,35.0,8543,2
92140,159000,23.63,6475,1
92130,159000,17.11,8767,1
92290,205000,44.0,4659,2
92400,290000,45.25,6409,2
92190,105000,15.96,6250,1
92320,249000,38.0,6553,2
92500,295000,46.75,6310,2
92120,227150,Âge de la crédirentière : 79,4938,46 m²
92600,255000,28.0,9107,1
92250,235000,43.37,5418,2
92230,239000,42.0,5690,2
92200,185000,12.89,14300,1
92350,265000,40.0,6625,2
92350,265000,40.0,6625,2
92110,172000,21.0,7762,2
92600,255000,31.0,7903,1
92600,197500,26.0,7596,2
92170,267000,44.12,5780,2
92200,210000,20.0,10500,1
92400,300000,43.0,6644,2
92120,225000,48.0,4406,2
92290,261440,Âge de la crédirentière : 93,4753,55 m²
92120,299000,32.0,9344,2
92360,242000,64.0,3781,4
92100,277000,32.0,8281,2
92320,279000,61.11,4566,3
92700,179900,21.8,8073,1
92290,250000,53.0,4492,2
92250,175000,24.0,7292,1
92140,290000,80.0,3438,5
92170,249000,33.25,7188,2
92500,260000,41.0,6341,2
92120,205000,28.0,7321,1
92320,250000,31.0,8065,2
92130,270000,27.06,9534,1
92360,242000,63.0,3651,4
92260,290000,70.0,3929,4
92400,178135,28.0,6362,1
92500,219440,29.0,7276,1
92160,275000,68.0,4044,4
92130,140000,17.0,8235,1
92140,245000,29.77,8230,1
92270,249000,28.0,8893,1
92370,250000,36.0,6944,2
92000,285000,40.36,7061,2
92700,212000,Honoraires partagés entre acquéreur et vendeur,4511,47 m²
92350,215000,35.9,5989,2
92170,106000,12.78,7825,1
92400,99000,11.19,8400,1
92110,181900,27.17,6695,2
92390,215000,71.55,3005,4
92270,174000,26.48,6571,1
92170,285000,39.0,7308,2
92110,287000,41.21,6964,2
92260,195000,39.0,5000,2
92500,257250,44.15,5549,2
92320,180000,29.0,6207,1
92320,199000,29.86,6330,2
92320,199000,29.86,6330,2
92320,275900,60.0,4598,3
92160,275900,60.0,4598,3
92160,260000,55.0,4727,3
92110,275000,33.0,8333,2
92170,300000,45.95,6529,2
92170,210000,26.4,7576,1
92130,234000,24.47,9195,1
92600,239000,32.0,7156,1
92170,259500,34.07,7367,2
92200,162000,15.0,10800,1
92290,252000,41.13,6127,2
92110,190000,29.0,6552,1
92320,299000,56.0,5339,3
92600,265000,40.0,6375,2
92160,250000,65.98,3562,4
92320,247500,48.68,5084,2
92240,299000,43.0,6953,2
92330,280000,27.6,10100,1
92150,203000,21.0,9667,2
92120,299000,36.0,8306,2
92360,74000,13.0,5385,1
92270,160000,19.0,8421,1
92390,210000,55.0,3818,3
92130,287000,31.16,9211,1
92340,210000,30.55,6874,1
92360,295000,77.0,3831,4
92360,293000,78.0,3756,4
92600,265200,29.0,9145,1
92370,275000,50.36,5461,2
92380,215000,29.0,7414,1
92200,188000,15.0,12500,1
92500,230000,26.84,8569,1
92120,299000,37.23,8031,2
92340,189000,24.0,7875,1
92360,212000,56.68,3545,3
92210,256500,52.0,4933,2
92600,274000,39.0,6731,2
92400,89000,10.0,8900,1
92160,285000,58.33,4886,2
92170,165000,19.93,7961,1
92600,248000,38.26,6482,2
92360,236000,61.0,3689,3
92320,175000,25.54,6852,1
92140,283000,53.0,5189,3
92340,275000,66.0,4021,4
92600,280000,43.0,6279,2
92700,192000,44.8,4286,3
92140,300000,45.24,6300,2
92130,165000,16.7,9880,1
92500,235000,37.5,6000,2
92130,215000,22.0,9773,2
92130,289900,35.8,7818,2
92200,85000,8.6,9884,1
92130,270000,30.0,9000,2
92120,50000,2338 € de rente mensuelle,Rente : 2 338 €/mois,Âge du crédirentier : 84
92220,275000,44.0,6250,2
92220,299900,60.65,4740,3
92600,148000,21.0,6667,2
92170,189000,25.0,7200,1
92270,300000,41.0,7317,3
92300,299000,31.0,9283,2
92250,199000,30.0,6633,2
92170,230000,25.43,8651,2
92700,110000,19.91,5525,1
92170,299000,49.0,6102,3
92370,215000,36.0,5972,2
92200,262000,52.09,4780,2
92500,260000,40.27,6456,2
92340,228000,36.73,6207,2
92250,265000,47.0,5638,2
92400,299425,45.0,6654,2
92210,250000,34.0,6937,2
92120,199000,25.16,7552,1
92600,270000,52.0,4933,2
92500,137800,39.7,3275,1
92240,230000,29.41,7820,2
92310,218000,32.0,6813,1
92360,219000,56.0,3911,3
92130,229000,24.0,9167,1
92120,259000,27.85,9300,1
92600,299000,39.0,7410,2
92190,262000,45.0,5822,3
92250,260000,48.0,5208,3
92170,260000,32.92,7631,1
92350,288000,66.0,4212,4
92110,300000,38.0,7895,2
92700,290000,55.0,5273,2
92700,142000,22.0,6455,1
92380,294990,58.0,5086,3
92600,200000,27.24,6608,1
92260,298000,73.0,3918,3
92220,290000,60.0,4833,3
92370,255000,44.0,5795,2
92800,295000,37.0,7973,2
92370,151641,Âge du crédirentier : 67,3159,48 m²
92220,199000,21.23,9374,1
92140,274900,79.0,3480,5
92600,245000,38.0,6211,2
92300,277000,32.0,8656,2
92230,295000,76.0,3882,4
92700,219000,67.0,3269,3
92110,274000,33.0,8030,2
92330,295000,49.0,6020,2
92160,169000,30.0,5633,1
92130,289000,88.0,3284,3
92200,56000,7.0,8000,1
92150,196000,29.82,6204,1
92600,241000,34.0,6765,2
92300,259000,26.16,9557,2
92250,86000,11.7,7350,1
92230,138500,20.83,6649,1
92250,290000,40.79,7110,2
92600,260000,41.75,6228,2
92250,122000,18.0,6778,1
92250,122000,18.0,6778,1
92270,265000,39.0,6538,2
92160,157000,25.66,6118,1
92600,239000,37.0,6459,2
92150,272000,42.0,6476,2
92400,284000,38.8,6830,1
92370,257000,60.0,4083,2
92290,149000,26.54,5614,1
92140,190000,28.0,6429,2
92370,283000,35.0,8086,2
92250,139000,17.0,8176,1
92500,276000,44.34,6225,2
92500,276000,44.34,6225,2
92600,155000,21.0,7381,1
92140,261000,63.81,4090,4
92500,200000,27.09,7383,2
92150,169000,28.55,5604,1
92210,297000,42.0,7071,2
92190,285000,62.38,4386,4
92600,230000,30.0,7450,2
92500,195000,25.53,7638,1
92130,145000,18.0,8056,1
92250,279000,44.0,6341,3
92100,230000,27.0,8111,1
92360,87000,13.0,6385,1
92700,243313,31.6,7700,1
92350,245000,54.46,4499,3
92260,250000,41.05,6090,2
92700,179000,27.63,6478,1
92250,126000,15.0,8400,1
92250,110000,13.0,8462,1
92700,269500,41.0,6573,2
92360,209000,56.0,3732,3
92500,230000,23.43,9816,1
92600,250000,31.0,7742,1
92110,281200,Âge de la crédirentière : 83,4463,63 m²
92400,215000,24.0,8958,1
92320,274000,49.0,5592,2
92120,110000,13.0,7692,1
92220,300000,75.0,4000,4
92160,160000,25.66,5846,1
92390,169000,56.0,3018,3
92190,289000,42.01,6879,2
92150,282000,41.95,6433,1
92290,250000,62.77,3823,2
92600,122000,10.0,12200,1
92250,294000,38.0,7737,1
92290,290000,62.77,4461,3
92800,292000,32.0,9125,2
92500,263000,37.0,6932,2
92360,260000,72.0,3444,4
92100,114000,12.79,8327,1
92270,120000,19.58,5618,1
92100,260000,30.0,8167,2
92320,128000,19.0,6737,1
92290,284000,43.6,6514,2
92230,299000,80.0,3738,4
92380,220000,32.78,6453,1
92350,250000,46.52,5374,19 m² de terrain
92110,299000,43.0,6628,2
92370,259000,54.0,4796,2
92130,186000,17.1,10400,1
92600,130000,15.0,8000,1
92250,299500,44.0,6545,3
92200,95000,9.0,10600,1
92360,263000,70.0,3757,4
92170,279500,38.05,7083,2
92400,295000,48.5,5773,2
92110,245000,30.51,7702,2
92110,262500,52.86,4966,3
92600,218000,27.64,7887,1
92220,278500,43.31,6430,2
92600,130000,15.0,8000,1
92270,259000,41.0,6317,2
92240,284000,54.56,4949,2
92360,204900,56.0,3659,3
92250,279000,44.0,6341,2
92130,185000,19.0,9211,1
92390,130000,44.0,2773,2
92600,299000,45.0,6457,2
92110,215000,26.11,7851,2
92270,259000,38.0,6816,2
92100,299000,27.0,10600,1
92130,186000,17.1,10400,1
92300,210000,24.0,8750,2
92300,230000,24.0,9583,2
92300,230000,24.0,9583,2
92210,299000,38.7,7726,1
92170,105296,19.0,5542,1
92100,299500,25.52,11700,1
92400,160000,20.0,8000,1
92100,299500,25.52,11200,1
92000,158000,23.0,6870,1
92360,194900,56.0,3480,3
92140,300000,64.0,4688,3
92700,220000,39.19,5307,2
92120,225000,35.01,6198,2
92290,270000,63.36,4261,4
92300,172000,11.55,14300,1
92220,166000,24.51,6773,1
92700,179000,26.9,6654,2
92350,248000,72.0,3444,4
92240,165000,21.0,7857,2
92400,210000,27.74,7570,1
92320,195000,34.45,5340,2
92320,195000,34.45,5340,2
92110,275000,39.0,7051,3
92140,264600,62.97,4002,3
92600,280000,42.0,6667,2
92170,200000,17.6,11400,1
92120,177000,17.58,9386,1
92240,84000,9.71,8033,1
92300,85000,8.46,10100,1
92370,185500,28.0,6250,1
92120,202000,48.0,3958,2
92160,252000,54.0,4444,3
92290,238500,41.22,5786,2
92140,245000,50.0,4900,3
92120,229000,53.41,4288,2
92130,270000,25.0,10300,2
92160,279000,60.0,4483,3
92420,298500,42.0,7107,2
92100,179900,19.0,8947,1
92100,194900,22.0,8409,1
92100,285000,32.88,8364,2
92100,290000,34.69,8043,2
92380,238046,Âge du crédirentier : 79,8043,Âge de la crédirentière : 78
92140,82205,23.0,3574,1
92700,285000,45.75,6230,2
92700,286000,43.3,6605,2
92190,210000,40.0,5250,2
92350,285000,74.0,3851,4
92290,286000,33.0,8667,1
92700,199000,33.0,5791,2
92240,240000,44.0,5455,2
92400,268000,32.4,8272,1
92100,297000,30.0,9519,2
92230,299900,60.0,4998,3
92380,279000,51.8,5174,3
92170,208600,25.0,7800,2
92310,285000,46.46,5833,3
92110,255000,30.0,8167,2
92320,249000,52.09,4780,3
92360,26150,814 € de rente mensuelle,Rente : 814 €/mois,Âge de la crédirentière : 82
92600,239000,31.0,7710,2
92160,170000,23.0,7391,1
92400,273000,32.0,8125,1
92130,299000,55.5,5387,1
92110,250000,40.0,6250,2
92310,280000,51.8,5212,2
92300,259000,26.01,9612,2
92130,262600,29.0,8621,1
92230,178000,34.0,5235,2
92100,290000,39.0,7436,1 chambre
92100,298700,32.75,9121,1
92250,285000,28.0,10200,1
92250,230000,25.0,9200,1
92240,298000,50.0,5960,3
92370,156400,1061 € de rente mensuelle,Rente : 1 061 €/mois,Âge du crédirentier : 73
92600,295000,74.0,3986,3
92220,275000,44.0,6250,2
92500,276000,44.34,5985,2
92150,222000,36.0,6167,2
92120,205000,49.0,3878,2
92110,243000,33.0,7364,3
92260,170000,31.15,5136,1
92210,148000,16.44,9002,1
92220,140000,24.0,5833,1
92270,241000,30.0,8033,2
92170,208600,25.0,8344,2
92100,230000,22.0,10400,1
92210,120000,17.0,6471,1
92600,183750,29.0,6336,1
92290,239000,42.94,5403,2
92320,199000,23.0,8652,1
92130,275000,36.0,7639,2
92120,225000,48.5,4330,2
92210,164000,14.15,1100,1
92390,147000,45.0,3267,2
92260,123000,33.0,3485,2
92360,267000,72.0,3542,4
92600,239000,33.0,6939,2
92600,203000,28.0,6978,2
92300,232000,25.0,8800,2
92350,79000,9.5,8316,1
92600,275000,39.73,6922,2
92320,275000,35.62,7383,2
92300,190000,25.0,7600,2
92110,259000,31.0,8032,2
92110,230000,25.0,8800,1
92100,298200,32.8,8780,2
92130,270000,27.0,1000,1
92000,239900,38.0,6313,2
92140,300000,61.0,4918,3
92700,199000,33.0,6030,1
92240,275000,35.0,7857,2
92140,95000,13.0,6692,1
92400,281600,38.65,6986,2
92160,299000,63.0,4746,3
92170,250000,28.0,8500,2
92600,235000,62.0,3790,3
92700,236500,73.0,3240,3
92360,234000,61.0,3656,3
92300,290000,29.0,1000,2
92000,229000,39.0,5578,2
92110,285000,43.0,6628,3
92500,229900,27.4,8391,1
92110,222000,29.0,7241,1
92270,161000,20.0,8050,1
92310,286000,52.0,5385,2
92190,229000,33.0,6939,2
92170,240000,26.65,9006,1
92370,249000,51.76,4811,3
92170,202000,21.0,9619,1
92250,265000,37.0,7162,2
92150,245000,34.96,7008,2
92260,230000,54.25,4055,3
92500,200000,29.08,6534,1
92170,199500,26.0,7673,1
92100,158900,18.0,8333,1
92290,299000,66.82,4265,3
92200,88000,9.0,8906,1
92400,245000,30.0,8167,1
92700,179000,35.0,5114,2
92100,239000,29.0,7931,2
92250,169000,18.0,9389,19 m² de terrain
92400,216000,24.0,9000,1
92210,152000,20.0,7600,1
92320,299000,55.8,5125,3
92400,225000,26.0,8269,2
92200,162000,12.89,12600,1
92260,140000,23.0,6087,1
92100,270000,32.0,8438,2
92400,218000,27.13,8035,2
92320,199000,26.5,7509,1
92250,160000,22.0,7273,2
92100,164560,Âge de la crédirentière : 76,3227,51 m²
92240,199000,40.0,4975,2
92270,260000,45.0,5778,2
92240,150644,22.54,6683,1
92800,275000,27.0,10200,1
92700,139000,22.0,6318,1
92400,200000,39.0,4872,2
92110,192100,333 € de rente mensuelle,Rente : 333 €/mois,Âge du crédirentier : 85
92170,250000,36.14,6918,2
92250,285000,28.0,10200,2
92210,224000,24.0,9333,1
92270,235000,43.0,5465,2
92210,225000,30.0,7075,1
92110,124000,16.0,7750,1
92100,285000,29.52,9282,1
92000,299000,47.0,6149,2
92380,215000,29.0,7414,1
92240,270000,35.0,7714,2
92210,270000,40.0,6350,2
92000,185000,29.28,6318,1
92000,268000,41.57,6447,2
92340,239000,24.41,9791,1
92340,269000,31.27,8602,1
92190,197000,32.0,6156,2
92100,159231,1189 € de rente mensuelle,Rente : 1 189 €/mois,Âge du crédirentier : 81
92700,219000,32.0,6375,1
92320,249000,30.0,8300,2
92340,299000,60.0,4750,3
92290,290000,90.83,3193,4
92170,90000,10.0,9000,1
92380,250000,30.0,8333,2
92220,290000,60.0,4833,3
92290,234900,42.0,5593,2
92290,258000,36.0,7167,2
92350,269000,39.0,6769,2
92260,265000,50.0,5040,2
92420,252000,35.0,6857,2
92120,294000,40.82,6859,2
92170,282000,2 pièces,6859,1 chambre
92290,280000,66.83,4040,3
92320,148000,21.35,6698,1
92360,190000,43.4,4378,2
92100,298000,32.0,9313,1
92150,224599,28.0,8021,2
92310,262500,49.0,5357,3
92160,279000,60.0,4650,3
92120,289000,30.0,9633,2
92120,289000,30.0,9633,2
92250,199000,32.46,5853,1
92800,180000,23.0,7609,1
92290,250000,62.77,3823,2
92320,285000,42.0,6786,2
92200,120000,15.0,8000,1
92110,205000,25.0,8200,1
92120,225000,2 pièces,8200,1 chambre
92330,280000,27.0,10400,1
92170,295000,41.0,6829,2
92250,229000,35.0,6231,3
92330,180000,25.15,7157,1
92320,271000,27.0,1000,1
92210,79000,9.0,8778,1
92130,259000,25.1,10300,2
92350,299000,71.0,4211,3
92600,239600,36.0,6656,2
92400,230000,30.0,7400,2
92700,289000,42.0,6595,2
92600,299000,37.0,8081,2
92320,209000,30.77,6521,1
92220,289000,55.52,5205,3
92170,299000,55.0,5436,3
92170,299000,55.25,5158,3
92600,220000,31.0,6774,1
92500,220000,28.0,7464,1
92500,270000,41.0,6585,2
92700,279000,46.0,6065,3
92320,245500,41.0,5988,2
92160,230000,27.0,8519,1
92500,188000,31.0,6065,1
92330,280000,27.0,10400,1
92600,220000,32.35,6461,1
92390,199000,25.0,7960,1
92240,215000,27.2,7904,1
92270,263000,45.0,5556,2
92360,225000,67.0,3358,4
92140,96000,9.0,10700,1
92290,295000,52.0,5673,2
92140,274000,41.15,6367,3
92320,260000,41.05,6090,2
92230,189000,44.0,4295,2
92190,108000,15.0,6667,1
92350,289000,66.0,4379,3
92100,260000,28.0,9286,2
92000,245000,47.0,4936,3
92600,160000,18.0,8889,1
92600,180000,20.0,9000,1
92100,264000,27.0,9778,1
92340,226800,36.73,5881,2
92600,258500,40.58,6370,1
92400,260000,37.8,6878,2
92310,261920,Âge du crédirentier : 74,6878,79 m²
92370,178564,21.55,7891,1
92370,297606,41.08,6900,2
92270,260000,27.0,9259,1
92140,180000,25.77,6597,2
92000,279000,52.0,5365,3
92400,220000,1528 € de rente mensuelle,Rente : 1 528 €/mois,80
92320,255000,52.0,4904,3
92310,239000,50.0,4780,3
92270,299900,59.0,5083,2
92400,239000,36.16,6295,2
92100,209000,21.0,9952,1
92380,220000,35.03,6039,2
92300,275000,25.36,10300,1
92320,146000,19.3,7306,1
92350,295000,42.06,7014,3 m² de terrain
92200,144500,11.25,12800,1
92200,90000,7.3,12300,1
92100,120000,11.4,10100,1
92190,256000,43.0,5953,2
92700,260000,47.0,5532,2
92160,175000,33.03,5086,1
92500,172000,22.78,7243,1
92220,159000,22.19,7165,1
92360,135000,26.0,5192,1
92320,120080,1666 € de rente mensuelle,Rente : 1 666 €/mois,55
92390,210000,26.0,8077,1
92390,214000,28.0,7643,1
92390,289000,43.0,6721,2
92400,225000,1500 € de rente mensuelle,Rente : 1 500 €/mois,80
92270,109000,13.11,7628,1
92600,241000,37.0,6514,2
92300,299000,39.0,7667,2
92700,217000,50.0,4060,3
92120,101680,500 € de rente mensuelle,Rente : 500 €/mois,Âge du crédirentier : 70
92290,195000,22.08,8832,1
92600,170500,22.8,7478,1
92000,280000,52.25,5167,3
92360,229950,56.04,3908,3
92290,56400,1085 € de rente mensuelle,Rente : 1 085 €/mois,Âge de la crédirentière : 79
92600,299000,54.65,5306,3
92600,300000,36.0,8056,2
92000,199000,29.0,6862,2
92270,112000,16.0,7000,1
92140,245000,29.27,8370,1
92370,135000,19.0,6789,2
92170,159000,18.79,7983,1
92150,230000,24.97,9211,1
92700,179900,21.8,8252,2
92160,149000,22.0,6409,1
92120,299000,29.0,10300,1
92120,125356,27.0,4643,1
92100,159900,16.35,9174,1
92110,200000,28.0,6786,2
92390,261100,59.51,4387,3
92230,297000,57.8,5138,2
92320,136600,22.0,6209,1
92600,285000,38.0,7212,2
92380,237000,30.0,7500,1
92210,285000,38.35,7119,1
92130,241000,26.0,8846,1
92360,239000,74.0,3081,3
92360,239000,74.0,3081,3
92400,250000,32.0,7513,2
92400,240000,34.5,6539,1
92330,281200,43.45,6214,2
92400,189800,33.0,5455,2
92340,236000,53.0,4453,3
92500,150000,18.0,8333,1
92000,252000,50.0,5040,3
92270,251000,31.0,8097,1
92800,220000,28.83,7631,2
92150,273000,27.0,10100,1
92600,289000,38.0,7368,2
92400,290000,45.0,6244,2
92700,295000,48.0,6146,2
92100,130000,13.0,1000,1
92100,248570,19.0,12300,1
92600,246100,26.0,8846,1
92600,256800,26.0,9231,1
92600,267500,26.0,9615,1
92140,223000,32.46,6470,1
92100,279800,32.0,8438,2
92800,268000,34.7,7349,2
92260,230000,56.0,3929,3
92260,230000,56.0,3929,2
92250,239000,29.0,8241,2
92130,246000,21.18,11600,1
92290,298000,40.32,7391,2
92300,290000,30.0,9667,1
92100,165000,14.0,11800,1
92300,150000,14.84,9434,1
92300,140000,13.0,1000,1
92190,295000,46.92,5988,2
92140,285000,80.0,3438,5
92250,289000,36.0,8028,2
92360,229000,56.0,4089,3
92170,280000,32.0,8750,2
92110,264000,37.5,6707,1
92110,191000,20.0,9550,1
92200,110000,10.0,1100,1
92600,273100,50.78,5378,2
92110,168000,24.0,6667,2
92110,199000,24.0,8292,2
92000,273000,45.0,5778,2
92600,285000,35.0,7886,2
92140,223000,32.46,6470,1
92290,258000,36.0,6944,2
92110,239000,33.5,7134,2
92600,299000,37.0,7811,2
92700,247000,43.0,5744,2
92700,225000,51.0,4412,3
92330,199000,25.0,7600,1
92290,220000,41.12,5350,1
92150,221000,27.05,8170,1
92290,286000,33.0,8667,1
92600,268100,48.27,5554,2
92600,210000,52.0,4038,2
92600,273000,37.0,7378,2
92600,245000,28.0,8750,1
92700,165000,26.24,6288,2
92200,280000,23.0,12200,1
92320,299000,53.15,5626,3
92700,207000,33.03,6267,1
92110,92000,9.0,10200,1
92300,125000,14.0,8929,1
92500,145000,50.0,2900,2
92380,295000,64.22,4594,3
92000,229000,34.0,6324,1
92320,150000,25.0,6000,1
92250,285000,25.26,11300,1
92290,189000,26.0,7269,1
92800,270300,43.0,5930,1
92400,198000,20.74,8974,1
92340,298000,60.03,4748,3
92600,298000,43.06,6921,3
92120,241000,36.4,6181,2
92390,233200,65.13,3581,4
92600,254400,41.0,6205,2
92350,268000,67.0,3865,4
92320,140000,22.0,6364,1
92130,300000,24.0,12500,1
92320,219000,25.0,8760,2
92800,287000,30.5,8962,1
92100,180000,17.0,10600,1
92120,161000,19.0,8474,2 m² de terrain
92100,171000,19.0,8553,1
92100,299000,31.0,9645,1
92240,270000,38.0,7105,2
92170,125624,19.0,6612,1
92160,179000,30.37,5894,2
92200,270000,24.72,10900,1
92170,225000,25.78,8340,2
92340,236000,53.35,4208,3
92170,268000,34.76,7710,1
92150,245000,36.5,6329,1
92220,254000,43.07,5897,2
92340,295000,70.0,4071,4
92800,129500,16.0,8094,1
92370,179000,21.55,7889,1
92370,298000,41.08,6913,2
92140,270000,46.3,5832,3
92140,219000,34.12,6419,2
92160,150000,20.13,7452,1
92340,289800,65.0,4308,4
92360,215500,67.0,3216,4
92240,220000,32.76,6408,2
92240,299000,39.23,7418,2
92110,210000,32.0,6250,3
92110,181900,27.0,6737,2
92000,273000,44.0,5909,2
92160,138000,20.35,6781,1
92190,295000,47.0,6277,2
