,Code Postal,Prix (€),Surface (m2),Prix du m2,Nbr de Pieces
772,92360,185000,56.0,3304,3
773,92400,250000,27.0,8889,1
774,92350,265000,39.41,6724,2
775,92400,267000,36.11,7394,1
776,92700,189000,64.0,2953,3
777,92700,210000,26.0,8077,2
778,92160,299000,63.0,4746,3
779,92310,110000,18.0,6111,1
780,92320,252 000 à 284 000 €,28 à 31 m²,6111,1
781,92100,265000,27.0,9444,1
782,92600,275000,44.0,6250,2
783,92130,300000,37.6,7620,1
784,92700,244000,43.12,5659,2
785,92160,249000,47.77,4961,3
786,92300,243000,39.0,5905,2
787,92210,267000,24.55,10900,46 m² de terrain
788,92150,287000,37.21,7390,2
789,92320,246500,41.0,6012,2
790,92500,263000,38.0,6921,2
791,92200,262000,21.4,11800,1
792,92240,300000,31.0,9677,2
793,92290,296000,36.52,8105,2
794,92400,177117,25.0,7085,1
795,92100,207000,25.0,7812,1
796,92100,248850,27.0,9217,2
797,92500,169000,28.3,5972,1
798,92500,189000,28.38,6660,1
799,92320,299000,55.33,5404,2
800,92320,195000,29.0,6724,1
801,92600,290000,44.0,6591,3
802,92600,230050,37.25,5772,2
803,92100,140000,16.0,8138,1
804,92120,295000,35.57,8012,2
805,92700,240000,40.0,6000,1
806,92500,294000,64.53,4339,3
807,92100,273000,26.0,10500,2
808,92300,97000,9.15,9727,1
809,92150,250000,34.0,7353,2
810,92150,265000,39.03,6790,2
811,92600,279000,38.0,7105,2
812,92170,234000,25.0,8800,1
813,92170,259000,51.2,4785,2
814,92500,235000,52.68,4252,3
815,92320,241000,35.0,6571,1
816,92320,284000,51.51,5513,3
817,92140,289000,52.51,5504,2
818,92320,231000,39.39,5864,2
819,92320,249000,51.87,4800,3
820,92320,279000,51.69,5398,3
821,92320,299000,50.0,5980,3
822,92340,133000,22.54,5901,1
823,92100,259000,25.0,1000,2
824,92400,220000,27.0,8148,1
825,92410,270000,47.0,5489,2
826,92130,254500,38.0,6487,2
827,92600,232000,44.0,5000,2
828,92700,229000,54.0,4094,3
829,92110,139000,15.0,9267,1
830,92600,239000,32.44,7367,2
831,92500,279000,63.0,4429,3
832,92190,295000,60.0,4917,3
833,92160,273000,63.0,4333,3
834,92700,289000,42.01,6879,2
835,92360,87000,13.0,6692,1
836,92140,246000,32.23,7633,2
837,92160,285000,58.0,4914,3
838,92160,200000,43.0,4651,2
839,92600,210000,26.0,7692,1
840,92600,210000,26.0,7692,1
841,92600,245000,32.0,7344,1
842,92600,75000,8.62,8701,1
843,92230,190000,37.0,5135,2
844,92600,229000,62.0,3694,3
845,92360,194000,55.0,3364,3
846,92500,265000,28.0,9464,6 m² de terrain
847,92160,184000,44.0,4182,2
848,92360,190000,56.0,3393,3
849,92130,299000,35.79,8354,2
850,92210,139000,15.0,9267,1
851,92350,266000,36.0,7111,2
852,92240,225000,26.0,8654,1
853,92600,275000,40.0,6875,2
854,92130,199000,23.27,8552,2
855,92130,284000,27.02,1000,1
856,92600,200000,37.0,5405,2
857,92000,209000,28.7,7282,1
858,92400,185000,21.12,8759,1
859,92220,248000,51.27,4584,3
860,92140,229000,46.48,4927,2
861,92000,199000,29.0,6862,1
862,92100,250000,30.14,7797,2
863,92700,295000,48.0,6146,2
864,92100,179500,19.0,9447,1
865,92700,296000,41.0,7220,2
866,92250,220000,25.0,8800,2
867,92120,245000,36.0,6806,2
868,92500,160000,49.0,3061,2
869,92350,230000,54.56,4216,3 m² de terrain
870,92170,240000,38.0,6316,2
871,92170,248000,30.74,7807,2
872,92130,248000,30.74,7807,2
873,92130,199000,23.62,8425,1
874,92500,225000,30.0,7500,1
875,92140,289000,52.51,5504,3
876,92600,249000,32.0,7781,2
877,92160,186000,26.53,6581,1
878,92140,241500,53.0,4557,2
879,92700,296000,69.0,4290,4
880,92160,279000,60.0,4650,3
881,92350,275000,52.0,5192,3
882,92600,200000,32.0,6250,2
883,92160,294000,59.0,4983,3
884,92200,245000,30.06,8150,2
885,92350,231000,34.0,6324,1
886,92350,169500,30.8,5195,1
887,92350,169500,30.8,5195,1
888,92230,285000,43.0,6628,2
889,92230,285000,43.0,6628,2
890,92300,208000,26.6,7519,1
891,92130,298000,39.4,7360,2
892,92250,276000,39.03,7071,2
893,92000,195000,34.33,5389,2
894,92250,276000,39.03,7071,2
895,92140,245000,29.58,8283,1
896,92230,289000,80.0,3613,4
897,92140,149000,17.42,8152,1
898,92120,249500,38.0,6368,2
899,92700,175000,30.0,5833,3
900,92000,199500,30.0,6650,2
901,92400,276000,28.2,9321,1
902,92160,225000,31.0,7258,1
903,92110,283250,41.0,6909,2
904,92170,230000,26.0,8846,1
905,92400,245000,37.85,6156,2
906,92230,158000,34.96,4519,2
907,92000,179000,29.4,5816,1
908,92270,208650,31.75,6572,2
909,92600,299000,47.0,6362,3
910,92340,195000,25.0,7400,2
911,92240,290000,38.55,7523,2
912,92290,165000,27.0,6111,1
913,92360,214000,55.0,3727,3
914,92700,240000,46.0,5217,2
915,92170,262000,30.0,8733,1
916,92300,300000,29.0,1000,1
917,92120,287000,44.19,6495,2
918,92220,267750,56.0,4554,3
919,92500,295000,50.0,5900,3
920,92160,262000,42.0,5952,2
921,92320,262000,66.81,3742,3
922,92600,280000,43.0,6279,3
923,92400,197000,24.8,7460,1
924,92600,170000,21.0,8095,1
925,92290,296000,36.52,8105,2
926,92700,250000,47.0,5319,2
927,92400,177117,24.72,7165,1
928,92400,239000,28.91,7949,1
929,92500,300000,54.98,5457,3
930,92330,159000,27.0,5630,1
931,92260,170000,30.03,5328,2
932,92150,247000,33.02,7480,1
933,92130,278000,24.1,11200,1
934,92360,231000,69.0,3188,4
935,92270,139500,20.88,6681,1
936,92210,300000,36.7,7898,2
937,92230,239000,71.7,3333,3
938,92140,300000,78.86,3804,4
939,92160,175000,32.0,5469,1
940,92320,80000,9.0,7778,1
941,92140,205000,35.66,5749,2
942,92160,289000,45.0,6422,2
943,92500,250000,46.87,5104,2
944,92100,260000,25.84,9675,1
945,92600,300000,42.0,7143,2
946,92600,300000,42.0,7143,2
947,92360,231000,65.0,3385,3
948,92100,166000,16.67,9418,1
949,92290,157000,26.0,6038,1
950,92500,235000,30.0,7833,1
951,92290,170000,37.0,4595,1
952,92100,299000,26.58,10700,1
953,92380,295000,43.37,6540,2
954,92270,132500,17.01,7790,1
955,92600,110603,18.42,6005,1
956,92400,238135,28.44,8373,1
957,92000,268000,55.16,4859,3
958,92300,57000,12.23,4088,1
959,92140,162000,31.08,5212,2
960,92250,285000,29.0,9828,1
961,92700,207000,33.0,6273,1
962,92140,290000,47.0,6170,2
963,92600,262000,38.31,6526,2
964,92500,160000,49.11,3258,2
965,92210,277000,25.0,10600,1
966,92130,159000,19.0,8368,1
967,92130,280000,31.1,9003,1
968,92270,147000,21.0,7000,1
969,92400,279900,37.0,7565,2
970,92600,152000,21.0,7238,1
971,92000,229900,35.0,6569,1
972,92400,300000,34.0,8824,1
973,92500,160000,27.0,5926,2
974,92290,288000,61.61,4675,3
975,92300,211000,39.71,5037,1
976,92600,190000,30.0,6333,2
977,92600,251000,40.0,6275,2
978,92700,253000,42.0,5690,2
979,92350,280000,59.55,4702,6 m² de terrain
980,92600,209000,30.0,6967,2
981,92170,280000,53.13,5059,3
982,92110,189000,26.0,7269,1
983,92600,149000,22.0,6773,1
984,92600,135000,15.0,9000,1
985,92260,282000,68.1,3994,4
986,92300,230000,21.0,10500,1
987,92600,264000,46.0,5739,3
988,92360,174000,55.0,3000,3
989,92000,175000,26.6,6241,1
990,92130,230000,36.5,6301,2
991,92160,273000,57.42,4754,3
992,92600,152000,23.0,6609,1
993,92260,264000,57.29,4364,3
994,92700,229000,54.0,4167,2
995,92700,279000,47.0,5936,2
996,92000,268000,61.0,4393,3
997,92360,220500,56.0,3750,3
998,92400,253000,32.0,7594,2
999,92360,190000,57.8,3114,3
1000,92360,259000,75.33,3438,4
1001,92230,215000,40.0,5375,2
1002,92000,260000,40.75,6380,3
1003,92170,290000,38.0,7237,2
1004,92120,265000,40.01,6373,2
1005,92300,170000,22.58,7529,1
1006,92500,225000,30.0,7500,1
1007,92220,295000,63.0,4444,4
1008,92190,299000,50.0,5723,2
1009,92700,165000,35.0,4714,2
1010,92110,185000,23.0,8043,2
1011,92100,239000,28.38,7928,1
1012,92500,299000,67.0,4463,3
1013,92380,250000,37.0,6514,2
1014,92350,249000,42.0,5646,2
1015,92320,263000,35.0,7514,1
1016,92500,270000,55.0,4909,3
1017,92800,245000,32.0,7656,2
1018,92140,199000,31.03,6413,1
1019,92330,295000,39.0,7256,2
1020,92120,145000,27.33,4940,1
1021,92100,200000,19.0,10500,1
1022,92600,273000,78.0,3500,4
1023,92000,259900,48.5,5359,3
1024,92150,253434,Âge de la crédirentière : 77,5359,57 m²
1025,92400,299000,33.0,9061,2
1026,92330,260000,26.33,9875,1
1027,92000,232500,46.69,4980,3
1028,92170,285000,38.0,7500,2
1029,92270,132500,17.01,7349,1
1030,92600,210000,28.0,7143,2
1031,92160,275000,68.6,3834,4
1032,92600,150000,22.0,6818,2
1033,92270,169000,18.72,9028,18 m² de terrain
1034,92240,240000,52.0,4423,3
1035,92210,80000,14.5,5517,1
1036,92600,169000,23.0,7348,2
1037,92170,299000,41.0,7098,2
1038,92130,230000,36.5,6301,2
1039,92600,200000,24.0,8333,1
1040,92390,169900,65.0,2614,4
1041,92290,221000,43.0,5140,2
1042,92600,227000,35.97,6311,2
1043,92360,295000,76.0,3688,4
1044,92700,204104,21.0,9719,1
1045,92390,219000,78.0,2808,4
1046,92140,256000,54.79,4672,3
1047,92220,295000,70.0,4214,4
1048,92110,233500,32.6,6902,2
1049,92250,276000,39.0,7077,3
1050,92130,130000,12.16,10100,1
1051,92600,150000,18.0,8000,1
1052,92600,292000,79.0,3696,4
1053,92210,129000,16.0,8063,1
1054,92270,195000,34.0,5515,2
1055,92160,157500,44.18,3565,2
1056,92000,167000,22.0,7591,1
1057,92160,299000,63.0,4746,3
1058,92110,260000,34.0,7647,2
1059,92140,240000,30.0,8000,2
1060,92700,175000,30.0,5833,1
1061,92360,281000,87.09,3073,5
1062,92190,75000,11.0,6818,1
1063,92120,188400,19.0,9916,1
1064,92600,249000,44.0,5659,2
1065,92700,259500,53.68,4657,3
1066,92120,45000,12.39,3305,1
1067,92000,264900,62.0,4273,3
1068,92500,299990,60.34,4806,3
1069,92500,164000,19.0,8158,1
1070,92330,294000,50.0,5880,2
1071,92700,169000,29.48,5326,2
1072,92400,219000,32.0,6844,1
1073,92110,180000,21.53,7896,1
1074,92110,199000,26.52,7164,2
1075,92800,169000,20.0,8000,1
1076,92200,201400,15.0,12700,1
1077,92500,180000,27.72,6494,1
1078,92300,153700,14.0,1100,1
1079,92270,300000,45.0,6667,2
1080,92360,209000,55.0,3636,3
1081,92500,288000,53.62,5371,3
1082,92230,243000,66.51,3654,4
1083,92310,260000,51.0,5098,2
1084,92700,185000,39.01,4742,2
1085,92600,294500,37.0,7959,2
1086,92600,215000,41.72,5153,2
1087,92340,299000,61.02,4671,4
1088,92000,199900,30.13,6635,1
1089,92100,149000,15.0,9933,1
1090,92160,211000,38.02,5339,2
1091,92500,243000,36.0,6389,1
1092,92000,290000,67.0,4328,3
1093,92270,230000,43.0,5349,2
1094,92600,269000,60.0,4333,3
1095,92700,210000,68.0,3088,3
1096,92130,295000,38.0,7368,2
1097,92110,187000,31.0,5742,1
1098,92400,263000,32.0,7906,2
1099,92170,249000,31.5,7587,2
1100,92130,228000,25.25,9030,2
1101,92500,220000,67.0,3284,3
1102,92700,149000,24.0,6208,1
1103,92140,299000,51.76,5777,3
1104,92100,281800,31.0,8710,2
1105,92320,239400,32.05,7114,2
1106,92140,274900,79.0,3480,5
1107,92140,230000,43.0,5116,2
1108,92230,250000,80.0,3125,4
1109,92130,242500,29.0,8362,1
1110,92100,295000,32.2,9161,2
1111,92160,226000,42.64,5300,2
1112,92210,250000,41.0,5854,2
1113,92270,259000,38.0,6816,2
1114,92000,220000,33.71,6526,2
1115,92150,295000,50.0,5620,2
1116,92600,199000,25.0,7960,1
1117,92500,210000,54.0,3722,3
1118,92600,75000,8.06,8685,1
1119,92500,189000,26.0,6923,2
1120,92600,239000,34.0,7029,2
1121,92290,210000,46.06,4342,2
1122,92130,138800,17.35,7493,1
1123,92340,280000,49.54,5652,3
1124,92360,219000,55.0,3818,3
1125,92400,269300,37.0,7135,2
1126,92000,164900,30.0,5497,2
1127,92600,127500,17.0,7500,2
1128,92500,219500,67.0,3276,3
1129,92500,265000,37.0,7162,2
1130,92350,à partir de 235 000 €,2 pièces,7162,Livraison 3e trim. 2025
1131,92100,299000,26.58,11300,1
1132,92500,240000,63.5,3780,4
1133,92000,285000,57.55,4952,3
1134,92320,238000,42.34,5432,2
1135,92500,181000,51.0,3333,2
1136,92000,286000,52.25,5263,3
1137,92700,153000,22.32,6855,1
1138,92140,258000,45.0,5444,2
1139,92700,272000,49.0,5551,2
1140,92300,259000,29.0,8414,1
1141,92400,269000,44.5,6045,2
1142,92700,235000,33.53,7009,2
1143,92500,240000,65.0,3462,3
1144,92250,240000,25.03,9588,1
1145,92600,180870,34.0,5320,2
1146,92140,184000,26.0,6731,1
1147,92290,264 800 à 280 800 €,46 à 48 m²,6731,2
1148,92500,240000,67.0,3358,3
1149,92300,298000,49.0,5714,2
1150,92300,257000,52.75,4645,2
1151,92600,233800,29.55,7912,1
1152,92200,134000,12.1,11100,1
1153,92500,220000,67.0,3060,3
1154,92300,256000,53.0,4577,2
1155,92370,294000,50.0,5880,2
1156,92130,296000,48.0,5875,2
1157,92160,168000,34.22,4676,1
1158,92140,295000,42.27,6979,2
1159,92230,265000,40.0,6625,2
1160,92600,255000,41.0,6000,2
1161,92100,194900,21.0,8810,1
1162,92200,120000,11.0,10900,1
1163,92220,179000,30.42,5884,1
1164,92500,230000,51.0,4314,3
1165,92320,271000,41.0,6610,2
1166,92170,206000,1 pièce,6610,Date de réalisation du DPE : 22 décembre 2021
1167,92600,230000,62.0,3710,3
1168,92200,270000,25.0,10800,1
1169,92600,285000,35.0,7886,1
1170,92310,280000,52.0,5385,2
1171,92380,250000,30.0,8333,2
1172,92130,155000,20.0,7750,1
1173,92170,200000,26.0,7692,1
1174,92170,106000,19.0,5263,1
1175,92250,130000,15.74,7624,1
1176,92370,195000,31.67,6157,1
1177,92170,299000,55.25,5158,3
1178,92240,236000,29.02,8132,2
1179,92110,245000,30.0,7667,2
1180,92320,249000,61.02,4081,3
1181,92330,277000,31.0,8935,1
1182,92170,109000,11.0,9909,1
1183,92360,195000,54.77,3560,3
1184,92300,200000,20.0,9600,1
1185,92170,225000,26.0,8654,2
1186,92600,249000,34.0,7324,2
1187,92600,280000,41.0,6592,2
1188,92270,283500,41.0,6915,2
1189,92500,231000,25.0,9240,1
1190,92350,294000,2 pièces,9240,Point de vente : 13 avenue Denis Papin 92350 Le-Plessis-Robinson
1191,92240,246750,30.0,7833,2
1192,92130,228000,25.25,9030,1
1193,92500,215000,31.0,6935,1
1194,92500,215000,31.0,6935,1
1195,92600,245000,27.75,8829,1
1196,92400,285000,42.0,6476,2
1197,92250,285000,28.69,9934,1
1198,92380,136000,20.0,6500,1
1199,92290,245000,46.35,4962,2
1200,92260,167000,26.0,6423,1
1201,92220,288000,40.0,7200,2
1202,92360,219000,55.0,3982,3
1203,92500,230000,66.0,3258,3
1204,92400,220000,27.1,8118,1
1205,92150,199000,23.28,8119,2
1206,92410,55000,9.03,6091,1
1207,92310,280000,52.0,5385,2
1208,92360,190000,43.0,4419,2
1209,92320,289000,45.83,6088,3
1210,92130,159000,19.0,8368,1
1211,92260,162000,26.0,6231,1
1212,92600,215000,35.0,6143,1
1213,92200,230000,23.0,1000,1
1214,92220,260000,60.0,4333,3
1215,92390,108000,22.0,4909,1
1216,92600,75000,8.0,8750,1
1217,92110,235000,29.0,7759,2
1218,92600,300000,88.0,3409,5
1219,92600,125000,18.0,6944,1
1220,92120,289000,42.0,6881,2
1221,92290,280000,69.0,4058,2
1222,92270,252000,27.45,9180,1
1223,92260,235000,56.0,4196,3
1224,92140,235000,28.13,8354,1
1225,92210,220000,34.0,6294,1
1226,92170,297000,54.74,5426,3
1227,92500,194000,30.76,6307,1
1228,92120,299900,32.68,8721,1
1229,92130,158500,20.0,7925,1
1230,92220,135000,22.0,6136,1
1231,92300,299000,35.0,8543,2
1232,92140,159000,23.63,6475,1
1233,92130,159000,17.11,8767,1
1234,92290,205000,44.0,4659,2
1235,92400,290000,45.25,6409,2
1236,92190,105000,15.96,6250,1
1237,92320,249000,38.0,6553,2
1238,92500,295000,46.75,6310,2
1239,92120,227150,Âge de la crédirentière : 79,4938,46 m²
1240,92600,255000,28.0,9107,1
1241,92250,235000,43.37,5418,2
1242,92230,239000,42.0,5690,2
1243,92200,185000,12.89,14300,1
1244,92350,265000,40.0,6625,2
1245,92350,265000,40.0,6625,2
1246,92110,172000,21.0,7762,2
1247,92600,255000,31.0,7903,1
1248,92600,197500,26.0,7596,2
1249,92170,267000,44.12,5780,2
1250,92200,210000,20.0,10500,1
1251,92400,300000,43.0,6644,2
1252,92120,225000,48.0,4406,2
1253,92290,261440,Âge de la crédirentière : 93,4753,55 m²
1254,92120,299000,32.0,9344,2
1255,92360,242000,64.0,3781,4
1256,92100,277000,32.0,8281,2
1257,92320,279000,61.11,4566,3
1258,92700,179900,21.8,8073,1
1259,92290,250000,53.0,4492,2
1260,92250,175000,24.0,7292,1
1261,92140,290000,80.0,3438,5
1262,92170,249000,33.25,7188,2
1263,92500,260000,41.0,6341,2
1264,92120,205000,28.0,7321,1
1265,92320,250000,31.0,8065,2
1266,92130,270000,27.06,9534,1
1267,92360,242000,63.0,3651,4
1268,92260,290000,70.0,3929,4
1269,92400,178135,28.0,6362,1
1270,92500,219440,29.0,7276,1
1271,92160,275000,68.0,4044,4
1272,92130,140000,17.0,8235,1
1273,92140,245000,29.77,8230,1
1274,92270,249000,28.0,8893,1
1275,92370,250000,36.0,6944,2
1276,92000,285000,40.36,7061,2
1277,92700,212000,Honoraires partagés entre acquéreur et vendeur,4511,47 m²
1278,92350,215000,35.9,5989,2
1279,92170,106000,12.78,7825,1
1280,92400,99000,11.19,8400,1
1281,92110,181900,27.17,6695,2
1282,92390,215000,71.55,3005,4
1283,92270,174000,26.48,6571,1
1284,92170,285000,39.0,7308,2
1285,92110,287000,41.21,6964,2
1286,92260,195000,39.0,5000,2
1287,92500,257250,44.15,5549,2
1288,92320,180000,29.0,6207,1
1289,92320,199000,29.86,6330,2
1290,92320,199000,29.86,6330,2
1291,92320,275900,60.0,4598,3
1292,92160,275900,60.0,4598,3
1293,92160,260000,55.0,4727,3
1294,92110,275000,33.0,8333,2
1295,92170,300000,45.95,6529,2
1296,92170,210000,26.4,7576,1
1297,92130,234000,24.47,9195,1
1298,92600,239000,32.0,7156,1
1299,92170,259500,34.07,7367,2
1300,92200,162000,15.0,10800,1
1301,92290,252000,41.13,6127,2
1302,92110,190000,29.0,6552,1
1303,92320,299000,56.0,5339,3
1304,92600,265000,40.0,6375,2
1305,92160,250000,65.98,3562,4
1306,92320,247500,48.68,5084,2
1307,92240,299000,43.0,6953,2
1308,92330,280000,27.6,10100,1
1309,92150,203000,21.0,9667,2
1310,92120,299000,36.0,8306,2
1311,92360,74000,13.0,5385,1
1312,92270,160000,19.0,8421,1
1313,92390,210000,55.0,3818,3
1314,92130,287000,31.16,9211,1
1315,92340,210000,30.55,6874,1
1316,92360,295000,77.0,3831,4
1317,92360,293000,78.0,3756,4
1318,92600,265200,29.0,9145,1
1319,92370,275000,50.36,5461,2
1320,92380,215000,29.0,7414,1
1321,92200,188000,15.0,12500,1
1322,92500,230000,26.84,8569,1
1323,92120,299000,37.23,8031,2
1324,92340,189000,24.0,7875,1
1325,92360,212000,56.68,3545,3
1326,92210,256500,52.0,4933,2
1327,92600,274000,39.0,6731,2
1328,92400,89000,10.0,8900,1
1329,92160,285000,58.33,4886,2
1330,92170,165000,19.93,7961,1
1331,92600,248000,38.26,6482,2
1332,92360,236000,61.0,3689,3
1333,92320,175000,25.54,6852,1
1334,92140,283000,53.0,5189,3
1335,92340,275000,66.0,4021,4
1336,92600,280000,43.0,6279,2
1337,92700,192000,44.8,4286,3
1338,92140,300000,45.24,6300,2
1339,92130,165000,16.7,9880,1
1340,92500,235000,37.5,6000,2
1341,92130,215000,22.0,9773,2
1342,92130,289900,35.8,7818,2
1343,92200,85000,8.6,9884,1
1344,92130,270000,30.0,9000,2
1345,92120,50000,2338 € de rente mensuelle,Rente : 2 338 €/mois,Âge du crédirentier : 84
1346,92220,275000,44.0,6250,2
1347,92220,299900,60.65,4740,3
1348,92600,148000,21.0,6667,2
1349,92170,189000,25.0,7200,1
1350,92270,300000,41.0,7317,3
1351,92300,299000,31.0,9283,2
1352,92250,199000,30.0,6633,2
1353,92170,230000,25.43,8651,2
1354,92700,110000,19.91,5525,1
1355,92170,299000,49.0,6102,3
1356,92370,215000,36.0,5972,2
1357,92200,262000,52.09,4780,2
1358,92500,260000,40.27,6456,2
1359,92340,228000,36.73,6207,2
1360,92250,265000,47.0,5638,2
1361,92400,299425,45.0,6654,2
1362,92210,250000,34.0,6937,2
1363,92120,199000,25.16,7552,1
1364,92600,270000,52.0,4933,2
1365,92500,137800,39.7,3275,1
1366,92240,230000,29.41,7820,2
1367,92310,218000,32.0,6813,1
1368,92360,219000,56.0,3911,3
1369,92130,229000,24.0,9167,1
1370,92120,259000,27.85,9300,1
1371,92600,299000,39.0,7410,2
1372,92190,262000,45.0,5822,3
1373,92250,260000,48.0,5208,3
1374,92170,260000,32.92,7631,1
1375,92350,288000,66.0,4212,4
1376,92110,300000,38.0,7895,2
1377,92700,290000,55.0,5273,2
1378,92700,142000,22.0,6455,1
1379,92380,294990,58.0,5086,3
1380,92600,200000,27.24,6608,1
1381,92260,298000,73.0,3918,3
1382,92220,290000,60.0,4833,3
1383,92370,255000,44.0,5795,2
1384,92800,295000,37.0,7973,2
1385,92370,151641,Âge du crédirentier : 67,3159,48 m²
1386,92220,199000,21.23,9374,1
1387,92140,274900,79.0,3480,5
1388,92600,245000,38.0,6211,2
1389,92300,277000,32.0,8656,2
1390,92230,295000,76.0,3882,4
1391,92700,219000,67.0,3269,3
1392,92110,274000,33.0,8030,2
1393,92330,295000,49.0,6020,2
1394,92160,169000,30.0,5633,1
1395,92130,289000,88.0,3284,3
1396,92200,56000,7.0,8000,1
1397,92150,196000,29.82,6204,1
1398,92600,241000,34.0,6765,2
1399,92300,259000,26.16,9557,2
1400,92250,86000,11.7,7350,1
1401,92230,138500,20.83,6649,1
1402,92250,290000,40.79,7110,2
1403,92600,260000,41.75,6228,2
1404,92250,122000,18.0,6778,1
1405,92250,122000,18.0,6778,1
1406,92270,265000,39.0,6538,2
1407,92160,157000,25.66,6118,1
1408,92600,239000,37.0,6459,2
1409,92150,272000,42.0,6476,2
1410,92400,284000,38.8,6830,1
1411,92370,257000,60.0,4083,2
1412,92290,149000,26.54,5614,1
1413,92140,190000,28.0,6429,2
1414,92370,283000,35.0,8086,2
1415,92250,139000,17.0,8176,1
1416,92500,276000,44.34,6225,2
1417,92500,276000,44.34,6225,2
1418,92600,155000,21.0,7381,1
1419,92140,261000,63.81,4090,4
1420,92500,200000,27.09,7383,2
1421,92150,169000,28.55,5604,1
1422,92210,297000,42.0,7071,2
1423,92190,285000,62.38,4386,4
1424,92600,230000,30.0,7450,2
1425,92500,195000,25.53,7638,1
1426,92130,145000,18.0,8056,1
1427,92250,279000,44.0,6341,3
1428,92100,230000,27.0,8111,1
1429,92360,87000,13.0,6385,1
1430,92700,243313,31.6,7700,1
1431,92350,245000,54.46,4499,3
1432,92260,250000,41.05,6090,2
1433,92700,179000,27.63,6478,1
1434,92250,126000,15.0,8400,1
1435,92250,110000,13.0,8462,1
1436,92700,269500,41.0,6573,2
1437,92360,209000,56.0,3732,3
1438,92500,230000,23.43,9816,1
1439,92600,250000,31.0,7742,1
1440,92110,281200,Âge de la crédirentière : 83,4463,63 m²
1441,92400,215000,24.0,8958,1
1442,92320,274000,49.0,5592,2
1443,92120,110000,13.0,7692,1
1444,92220,300000,75.0,4000,4
1445,92160,160000,25.66,5846,1
1446,92390,169000,56.0,3018,3
1447,92190,289000,42.01,6879,2
1448,92150,282000,41.95,6433,1
1449,92290,250000,62.77,3823,2
1450,92600,122000,10.0,12200,1
1451,92250,294000,38.0,7737,1
1452,92290,290000,62.77,4461,3
1453,92800,292000,32.0,9125,2
1454,92500,263000,37.0,6932,2
1455,92360,260000,72.0,3444,4
1456,92100,114000,12.79,8327,1
1457,92270,120000,19.58,5618,1
1458,92100,260000,30.0,8167,2
1459,92320,128000,19.0,6737,1
1460,92290,284000,43.6,6514,2
1461,92230,299000,80.0,3738,4
1462,92380,220000,32.78,6453,1
1463,92350,250000,46.52,5374,19 m² de terrain
1464,92110,299000,43.0,6628,2
1465,92370,259000,54.0,4796,2
1466,92130,186000,17.1,10400,1
1467,92600,130000,15.0,8000,1
1468,92250,299500,44.0,6545,3
1469,92200,95000,9.0,10600,1
1470,92360,263000,70.0,3757,4
1471,92170,279500,38.05,7083,2
1472,92400,295000,48.5,5773,2
1473,92110,245000,30.51,7702,2
1474,92110,262500,52.86,4966,3
1475,92600,218000,27.64,7887,1
1476,92220,278500,43.31,6430,2
1477,92600,130000,15.0,8000,1
1478,92270,259000,41.0,6317,2
1479,92240,284000,54.56,4949,2
1480,92360,204900,56.0,3659,3
1481,92250,279000,44.0,6341,2
1482,92130,185000,19.0,9211,1
1483,92390,130000,44.0,2773,2
1484,92600,299000,45.0,6457,2
1485,92110,215000,26.11,7851,2
1486,92270,259000,38.0,6816,2
1487,92100,299000,27.0,10600,1
1488,92130,186000,17.1,10400,1
1489,92300,210000,24.0,8750,2
1490,92300,230000,24.0,9583,2
1491,92300,230000,24.0,9583,2
1492,92210,299000,38.7,7726,1
1493,92170,105296,19.0,5542,1
1494,92100,299500,25.52,11700,1
1495,92400,160000,20.0,8000,1
1496,92100,299500,25.52,11200,1
1497,92000,158000,23.0,6870,1
1498,92360,194900,56.0,3480,3
1499,92140,300000,64.0,4688,3
1500,92700,220000,39.19,5307,2
1501,92120,225000,35.01,6198,2
1502,92290,270000,63.36,4261,4
1503,92300,172000,11.55,14300,1
1504,92220,166000,24.51,6773,1
1505,92700,179000,26.9,6654,2
1506,92350,248000,72.0,3444,4
1507,92240,165000,21.0,7857,2
1508,92400,210000,27.74,7570,1
1509,92320,195000,34.45,5340,2
1510,92320,195000,34.45,5340,2
1511,92110,275000,39.0,7051,3
1512,92140,264600,62.97,4002,3
1513,92600,280000,42.0,6667,2
1514,92170,200000,17.6,11400,1
1515,92120,177000,17.58,9386,1
1516,92240,84000,9.71,8033,1
1517,92300,85000,8.46,10100,1
1518,92370,185500,28.0,6250,1
1519,92120,202000,48.0,3958,2
1520,92160,252000,54.0,4444,3
1521,92290,238500,41.22,5786,2
1522,92140,245000,50.0,4900,3
1523,92120,229000,53.41,4288,2
1524,92130,270000,25.0,10300,2
1525,92160,279000,60.0,4483,3
1526,92420,298500,42.0,7107,2
1527,92100,179900,19.0,8947,1
1528,92100,194900,22.0,8409,1
1529,92100,285000,32.88,8364,2
1530,92100,290000,34.69,8043,2
1531,92380,238046,Âge du crédirentier : 79,8043,Âge de la crédirentière : 78
1532,92140,82205,23.0,3574,1
1533,92700,285000,45.75,6230,2
1534,92700,286000,43.3,6605,2
1535,92190,210000,40.0,5250,2
1536,92350,285000,74.0,3851,4
1537,92290,286000,33.0,8667,1
1538,92700,199000,33.0,5791,2
1539,92240,240000,44.0,5455,2
1540,92400,268000,32.4,8272,1
1541,92100,297000,30.0,9519,2
1542,92230,299900,60.0,4998,3
1543,92380,279000,51.8,5174,3
