,Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
1699,Renault Kadjar,16999.0,25/09/2017,0.0,97848.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
1700,Volkswagen Golf 7,17299.0,27/08/2015,0.0,82701.0,Essence,Boîte automatique 7 rapports,7.0,150.0
1701,Peugeot 208 Nouvelle,17499.0,07/02/2020,0.0,9257.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
1702,Ford PUMA,25699.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
1703,Opel Corsa,13499.0,31/05/2019,0.0,29794.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
1704,Peugeot 2008 Nouveau,28299.0,30/12/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,7.0,130.0
1705,Peugeot 308 SW,15599.0,01/05/2017,0.0,82499.0,Essence,Boîte manuelle,,6.0
1706,,,,0.0,82499.0,,,,
1707,Volkswagen Tiguan,22799.0,19/08/2019,0.0,50514.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1708,Citroën C4 Picasso,18999.0,12/09/2018,0.0,77707.0,Essence,Boîte automatique 6 rapports,7.0,131.0
1709,Fiat Tipo,16043.0,09/01/2020,0.0,11573.0,Essence,Boîte manuelle,5.0,95.0
1710,Volkswagen T-Roc,22699.0,27/03/2019,0.0,69292.0,Essence,Boîte manuelle 6 rapports,8.0,150.0
1711,Renault Scenic 3,12499.0,23/09/2015,0.0,84411.0,Essence,Boîte manuelle 6 rapports,7.0,132.0
1712,Peugeot 308 Nouvelle,27799.0,30/11/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1713,Renault Scénic 4,18499.0,12/05/2017,0.0,46549.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1714,,,,0.0,46549.0,,,,
1715,Ford Kuga,20999.0,31/08/2018,0.0,46312.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
1716,Hyundai Tucson,18999.0,06/05/2016,0.0,58230.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
1717,Citroën C3 Aircross Nouveau,16299.0,14/09/2021,0.0,47160.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
1718,Kia Sportage,22999.0,09/05/2019,0.0,90208.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
1719,Audi Q2,25999.0,08/12/2017,0.0,95978.0,Diesel,Boîte automatique 7 rapports,10.0,190.0
1720,Toyota Auris,21399.0,26/01/2018,0.0,47857.0,Hybride essence,Boîte automatique,5.0,98.0
1721,Volkswagen Golf 8,24699.0,01/09/2021,0.0,36900.0,Diesel,Boîte manuelle,5.0,113.0
1722,DS DS3 CROSSBACK,26999.0,29/06/2020,0.0,21135.0,Essence,Boîte automatique 8 rapports,6.0,130.0
1723,Smart FORTWO,19599.0,29/03/2021,0.0,2141.0,125 km,Électrique,,1.0
1724,Renault Talisman,19499.0,20/12/2017,0.0,67612.0,Essence,Boîte automatique 7 rapports,8.0,150.0
1725,Citroën C4 Nouvelle,23499.0,31/05/2021,0.0,6232.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
1726,Seat Arona,19999.0,01/12/2021,0.0,8300.0,Essence,Boîte manuelle,4.0,88.0
1727,Mini Countryman,21990.0,11/03/2019,0.0,80548.0,Diesel,Boîte automatique 6 rapports,8.0,150.0
1728,DS DS7 CROSSBACK,29999.0,10/07/2018,0.0,60677.0,Diesel,Boîte automatique 8 rapports,9.0,180.0
1729,BMW Série 2 Active Tourer,23299.0,28/07/2016,0.0,85186.0,Hybride essence rechargeable,Boîte automatique 6 rapports,5.0,136.0
1730,Volkswagen T-CROSS,22890.0,03/03/2022,0.0,10000.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
1731,Skoda Kamiq,21599.0,25/01/2022,0.0,11543.0,Essence,Boîte manuelle,,4.0
1732,Seat Ateca,23399.0,20/06/2020,0.0,67809.0,,,6.0,115.0
1733,Opel Grandland X,22699.0,26/02/2019,0.0,57244.0,Essence,Boîte automatique 8 rapports,7.0,130.0
1734,BMW X1,28099.0,08/06/2018,0.0,62101.0,Diesel,Boîte automatique,10.0,190.0
1735,Nissan Leaf,20399.0,24/02/2018,0.0,61840.0,270 km,Électrique,,4.0
1736,Volkswagen Golf Sportsvan,21999.0,01/11/2019,0.0,19365.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
1737,Mini Clubman,25499.0,14/05/2019,0.0,19220.0,Essence,Boîte automatique 7 rapports,7.0,136.0
1738,Peugeot 508,27999.0,25/11/2019,0.0,37516.0,Essence,Boîte automatique 8 rapports,9.0,180.0
1739,Toyota Yaris 4 Nouvelle,23499.0,10/12/2020,0.0,10005.0,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
1740,Kia Ceed,21691.0,16/09/2021,0.0,38123.0,,,8.0,160.0
1741,Lexus CT,20999.0,06/12/2017,0.0,50602.0,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
1742,Opel Crossland,20899.0,31/05/2021,0.0,42547.0,,,6.0,120.0
1743,Abarth 595,22563.0,05/12/2019,0.0,20694.0,Essence,Boîte manuelle,,8.0
1744,Skoda Scala,22799.0,05/03/2021,0.0,27825.0,Essence,Boîte manuelle,,7.0
1745,Renault Arkana,34799.0,01/06/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,160.0
1746,Seat Leon,24699.0,28/07/2021,0.0,20800.0,Diesel,Boîte manuelle,6.0,115.0
1747,Volkswagen GOLF,26399.0,10/09/2021,0.0,19107.0,Essence,Boîte manuelle,8.0,150.0
1748,Hyundai i30,23254.0,28/02/2022,0.0,16466.0,Essence,Boîte manuelle,,5.0
1749,Renault Kadjar Nouveau,22299.0,14/05/2019,0.0,28572.0,Essence,Boîte automatique 7 rapports,9.0,160.0
1750,Citroën GRAND C4 SPACETOURER,27999.0,20/11/2019,0.0,12509.0,Diesel,Boîte manuelle,6.0,130.0
1751,Audi Q3,32499.0,21/12/2018,0.0,39942.0,Essence,Boîte automatique 7 rapports,8.0,150.0
1752,Toyota RAV4,31490.0,15/05/2019,0.0,74587.0,Hybride essence,Boîte automatique 1 rapport,9.0,177.0
1753,Skoda Octavia,26299.0,18/06/2020,0.0,25501.0,Essence,Boîte manuelle,,7.0
1754,Ford Focus SW,28959.0,18/10/2021,0.0,14198.0,Essence,Boîte automatique,8.0,150.0
1755,Alfa Romeo Giulia,28999.0,07/03/2018,0.0,64770.0,Diesel,Boîte automatique 8 rapports,11.0,210.0
1756,Mercedes Classe A Nouvelle,27599.0,03/06/2019,0.0,73537.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
1757,Suzuki VITARA,28899.0,31/10/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 6 rapports,5.0,102.0
1758,Kia Xceed,29199.0,31/08/2021,0.0,30546.0,Micro-hybride diesel,Boîte automatique,,7.0
1759,Peugeot 508 SW,35599.0,31/03/2021,0.0,34021.0,Diesel,Boîte automatique,,7.0
1760,Alfa Romeo Stelvio,30099.0,26/04/2019,0.0,68789.0,Diesel,Boîte automatique,10.0,190.0
1761,Volkswagen Golf 8 SW,28699.0,01/06/2021,0.0,25445.0,,,7.0,147.0
1762,Jeep Compass,33220.0,24/11/2021,0.0,9150.0,Essence,Boîte automatique,8.0,150.0
1763,BMW Série 3,32625.0,01/07/2019,0.0,119660.0,Essence,Boîte automatique,15.0,258.0
1764,Audi A4 Avant,35599.0,27/12/2020,0.0,41645.0,Diesel,Boîte automatique,,7.0
1765,Skoda Karoq,33999.0,06/09/2021,0.0,22827.0,Diesel,Boîte automatique,,5.0
1766,Renault Talisman Estate,33319.0,22/10/2021,0.0,10.0,Diesel,Boîte automatique,8.0,160.0
1767,Skoda Kodiaq,32999.0,27/06/2018,0.0,69159.0,Diesel,Boîte automatique 7 rapports,11.0,190.0
1768,Audi A5 Sportback,33199.0,23/01/2018,0.0,72288.0,Diesel,Boîte automatique,10.0,190.0
1769,Volkswagen Touran,36199.0,01/03/2021,0.0,37915.0,Diesel,Boîte automatique,7.0,147.0
1770,Mercedes GLC,36123.0,31/08/2017,0.0,79546.0,Diesel,Boîte automatique,11.0,204.0
1771,Mercedes CLA Shooting Brake,36139.0,11/02/2021,0.0,17446.0,Diesel,Boîte automatique,8.0,150.0
1772,BMW X3,34999.0,09/05/2017,0.0,43991.0,Diesel,Boîte automatique,,8.0
1773,Audi Q3 Nouveau,40999.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
1774,Cupra Formentor,35548.0,11/04/2022,0.0,5782.0,,,8.0,150.0
1775,Land Rover Range Rover Evoque,42599.0,09/06/2020,0.0,16172.0,Micro-hybride diesel,Boîte automatique 9 rapports,8.0,150.0
1776,Audi A3 Sportback Nouvelle,37899.0,01/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
1777,BMW X2,39199.0,26/02/2021,0.0,10229.0,,,10.0,190.0
1778,Mercedes Classe A,38399.0,01/10/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,6.0,116.0
1779,Renault MASTER FOURGON,38799.0,27/10/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,135.0
1780,Opel MOVANO FOURGON,37599.0,27/09/2022,1.0,0.0,,,7.0,165.0
1781,Citroën C5 X,46699.0,29/06/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
1782,Audi Q3 Sportback,43299.0,01/09/2021,0.0,30805.0,Diesel,Boîte automatique,7.0,147.0
1783,Skoda Superb,42131.0,03/11/2021,0.0,10015.0,Diesel,Boîte automatique,,10.0
1784,Mercedes Classe C Break,43119.0,01/04/2021,0.0,14661.0,,,11.0,194.0
1785,Volkswagen Tiguan Allspace,46823.0,01/10/2021,0.0,28570.0,Diesel,Boîte automatique,10.0,197.0
1786,Seat Tarraco,43499.0,01/01/2022,0.0,9300.0,,,7.0,147.0
1787,BMW Série 5 Touring,44499.0,08/09/2017,0.0,40137.0,Essence,Boîte automatique 8 rapports,22.0,340.0
1788,Toyota RAV 4 Nouveau,44799.0,03/01/2023,1.0,0.0,Hybride essence,Boîte automatique 1 rapport,,9.0
1789,Volvo XC60,51020.0,11/11/2021,0.0,7411.0,,,11.0,197.0
1790,Mercedes CLA,51399.0,14/09/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,10.0,190.0
1791,DS DS9,52999.0,17/12/2021,1.0,0.0,,,13.0,225.0
1792,Audi Q5 SPORTBACK,59399.0,03/08/2022,1.0,0.0,,,9.0,163.0
1793,Audi Q5,59399.0,29/07/2022,1.0,0.0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
1794,Renault Grand Scénic 4,20299.0,15/10/2018,0.0,44405.0,Essence,Boîte manuelle 6 rapports,7.0,140.0
1795,Opel Crossland X,15999.0,21/07/2017,0.0,57620.0,Essence,Boîte manuelle,7.0,130.0
1796,Dacia Lodgy,18599.0,12/03/2020,0.0,45462.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1797,Ford Mondeo SW,13499.0,01/03/2016,0.0,134060.0,,,8.0,150.0
1798,Opel CROSSLAND NOUVEAU,17799.0,21/12/2021,0.0,33435.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
1799,Toyota Corolla,22999.0,12/08/2019,0.0,38626.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
1800,Peugeot 3008 Nouveau,26499.0,29/11/2019,0.0,42478.0,Diesel,Boîte automatique 8 rapports,6.0,130.0
1801,Kia Niro,31499.0,15/07/2020,0.0,29449.0,455 km,Électrique,,1.0
1802,Peugeot 208,11999.0,13/06/2019,0.0,81744.0,Diesel,Boîte manuelle 5 rapports,5.0,102.0
1803,Peugeot 3008,14999.0,28/07/2015,0.0,77040.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
1804,Peugeot 2008,12299.0,31/03/2016,0.0,106928.0,Diesel,Boîte manuelle 5 rapports,5.0,100.0
1805,Dacia Duster,24199.0,13/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1806,Renault Clio 4,11699.0,20/10/2015,0.0,88112.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
1807,Peugeot 308,13699.0,31/10/2014,0.0,114194.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1808,Citroën C3,11699.0,27/07/2016,0.0,75725.0,Diesel,Boîte manuelle 5 rapports,5.0,99.0
1809,Dacia Sandero,12699.0,29/03/2017,0.0,49987.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
1810,Volkswagen Polo,11999.0,16/03/2016,0.0,75630.0,Essence,Boîte manuelle 5 rapports,4.0,60.0
1811,Renault Twingo 3,10499.0,09/03/2016,0.0,71621.0,Essence,Boîte manuelle 5 rapports,4.0,90.0
1812,Fiat 500,10299.0,22/01/2016,0.0,85233.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
1813,Nissan Qashqai,19999.0,12/12/2017,0.0,43783.0,Essence,Boîte automatique 1 rapport,6.0,115.0
1814,Renault Mégane 4,15499.0,14/12/2016,0.0,79144.0,Diesel,Boîte manuelle 6 rapports,6.0,130.0
1815,Renault Zoé,9999.0,30/12/2014,0.0,29331.0,165 km,Électrique,,1.0
1816,Renault Clio 5,18999.0,06/12/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,91.0
1817,Citroën C4 Cactus,16499.0,30/10/2019,0.0,45762.0,Essence,Boîte manuelle 6 rapports,5.0,110.0
1818,Toyota Yaris,13499.0,09/10/2019,0.0,21645.0,Essence,Boîte manuelle 5 rapports,4.0,72.0
1819,Renault Kadjar,16999.0,07/04/2017,0.0,93451.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
1820,Volkswagen Golf 7,16999.0,24/10/2017,0.0,55735.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
1821,Peugeot 208 Nouvelle,16899.0,04/09/2020,0.0,34130.0,Essence,Boîte manuelle 5 rapports,4.0,75.0
1822,Ford PUMA,25899.0,01/11/2022,1.0,0.0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
1823,Opel Corsa,13999.0,27/09/2019,0.0,45778.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
1824,Peugeot 2008 Nouveau,21199.0,28/01/2020,0.0,42510.0,Essence,Boîte manuelle 6 rapports,6.0,130.0
1825,Peugeot 308 SW,15999.0,27/03/2017,0.0,90325.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1826,Fiat 500X,13599.0,06/01/2017,0.0,50280.0,Essence,Boîte manuelle 5 rapports,7.0,110.0
1827,Toyota C-HR,22499.0,11/02/2019,0.0,90076.0,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
1828,Fiat Panda,11499.0,21/07/2020,0.0,3693.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
1829,Nissan Juke,15499.0,27/07/2018,0.0,51525.0,Essence,Boîte manuelle 6 rapports,6.0,115.0
1830,Peugeot 5008,27499.0,28/11/2017,0.0,41313.0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
1831,Audi A3 Sportback,22999.0,14/12/2016,0.0,59365.0,Essence,Boîte automatique 7 rapports,8.0,150.0
1832,Mercedes Classe A,25999.0,26/12/2019,0.0,16410.0,Essence,Boîte manuelle,7.0,136.0
1833,Citroën C4,16699.0,27/06/2017,0.0,42049.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1834,Citroën C5 Aircross,30999.0,30/06/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,131.0
1835,Mini Mini,17499.0,03/09/2018,0.0,35387.0,Essence,Boîte manuelle 6 rapports,5.0,102.0
1836,DS DS 3,14999.0,02/03/2017,0.0,12920.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
1837,Renault Captur Nouveau,22999.0,17/10/2022,1.0,0.0,Essence,Boîte manuelle 6 rapports,5.0,90.0
1838,Nissan Micra,14499.0,08/03/2018,0.0,36775.0,Diesel,Boîte manuelle 5 rapports,4.0,90.0
1839,BMW Série 1,26799.0,08/06/2020,0.0,45130.0,Essence,Boîte manuelle 6 rapports,7.0,140.0
1840,Skoda Fabia,15299.0,22/06/2020,0.0,19255.0,Essence,Boîte manuelle 5 rapports,5.0,95.0
1841,Volkswagen Tiguan,22499.0,24/09/2016,0.0,123814.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
1842,Citroën Berlingo,24199.0,22/07/2020,0.0,26568.0,Diesel,Boîte manuelle,,5.0
1843,Volkswagen T-Roc,23499.0,02/07/2021,0.0,34869.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
1844,Peugeot 308 Nouvelle,27399.0,31/05/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
1845,Renault Scenic 3,13699.0,13/09/2016,0.0,51696.0,Diesel,Boîte manuelle 6 rapports,6.0,110.0
1846,Renault Scénic 4,19999.0,13/05/2019,0.0,47354.0,Essence,Boîte manuelle 6 rapports,8.0,140.0
1847,Ford Ecosport,16999.0,14/06/2019,0.0,44180.0,Diesel,Boîte manuelle 6 rapports,6.0,125.0
1848,Kia Stonic,17699.0,01/09/2021,0.0,11959.0,Essence,Boîte manuelle 6 rapports,5.0,100.0
1849,Ford Focus,21499.0,26/10/2020,0.0,19316.0,Essence,Boîte automatique,6.0,125.0
1850,Ford C-Max,14999.0,02/02/2017,0.0,69907.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
1851,Hyundai Tucson,19999.0,24/04/2018,0.0,65267.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
1852,Volkswagen TAIGO,28799.0,16/09/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,6.0,110.0
1853,Mercedes GLA,26099.0,10/01/2018,0.0,91103.0,Diesel,Boîte manuelle,7.0,136.0
1854,Kia Sportage,22999.0,15/04/2019,0.0,57985.0,Diesel,Boîte automatique 7 rapports,7.0,136.0
1855,Jeep Renegade,26266.0,04/04/2022,0.0,16409.0,Essence,Boîte manuelle,6.0,120.0
1856,Volkswagen Golf 8,27899.0,15/03/2022,0.0,50.0,Essence,Boîte automatique 7 rapports,6.0,110.0
1857,DS DS3 Crossback,27599.0,27/04/2022,0.0,10.0,Essence,Boîte manuelle,5.0,100.0
1858,Ford Kuga,22999.0,12/04/2017,0.0,87922.0,Diesel,Boîte automatique 6 rapports,10.0,180.0
1859,Audi Q2,27199.0,01/08/2020,0.0,15180.0,Diesel,Boîte manuelle,7.0,147.0
1860,Citroën C3 Aircross Nouveau,17799.0,15/03/2022,0.0,15142.0,Essence,Boîte manuelle 6 rapports,6.0,110.0
1861,Citroën C4 Nouvelle,22999.0,29/10/2021,0.0,28255.0,Essence,Boîte manuelle 6 rapports,7.0,131.0
1862,Seat Arona,18499.0,08/08/2019,0.0,20530.0,,,5.0,95.0
1863,Seat Ibiza,21099.0,01/01/2022,0.0,7650.0,Essence,Boîte manuelle,5.0,108.0
1864,Mini Countryman,21999.0,12/10/2017,0.0,91285.0,Diesel,Boîte automatique 8 rapports,10.0,190.0
1865,DS DS7 CROSSBACK,31999.0,19/11/2020,0.0,35720.0,Essence,Boîte automatique 8 rapports,10.0,180.0
1866,Volkswagen T-Cross,22699.0,01/10/2020,0.0,9200.0,,,5.0,113.0
1867,Opel Mokka,25752.0,14/04/2022,0.0,14926.0,Essence,Boîte automatique,7.0,131.0
1868,Mercedes Classe B,24999.0,28/02/2019,0.0,37096.0,Essence,Boîte automatique 7 rapports,9.0,156.0
1869,BMW Série 2 Active Tourer,24499.0,06/04/2017,0.0,74991.0,Hybride essence rechargeable,Boîte automatique 6 rapports,5.0,136.0
1870,Opel Grandland X,23099.0,24/07/2020,0.0,58135.0,Diesel,Boîte manuelle,7.0,130.0
1871,Skoda Kamiq,22907.0,01/03/2022,0.0,17123.0,Essence,Boîte manuelle,,5.0
1872,Seat Ateca,25999.0,01/04/2018,0.0,27200.0,,,7.0,147.0
1873,BMW X1,30032.0,24/04/2019,0.0,23460.0,Diesel,Boîte automatique,8.0,150.0
1874,Lexus CT,21499.0,01/04/2017,0.0,46504.0,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
1875,Peugeot 508,28499.0,01/12/2021,0.0,19136.0,Diesel,Boîte automatique 8 rapports,7.0,130.0
1876,Nissan Leaf,21999.0,25/03/2019,0.0,42093.0,270 km,Électrique,,4.0
1877,Skoda Scala,22799.0,10/12/2021,0.0,18204.0,Essence,Boîte manuelle,,7.0
1878,Opel Crossland,21899.0,30/08/2022,1.0,0.0,,,6.0,110.0
1879,Renault Talisman,25599.0,16/09/2019,0.0,18454.0,Essence,Boîte automatique,,8.0
1880,Renault Kadjar Nouveau,21999.0,07/12/2020,0.0,17089.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
1881,Abarth 595,24499.0,28/12/2020,0.0,3687.0,Essence,Boîte manuelle 5 rapports,10.0,180.0
1882,Mini Clubman,27999.0,06/06/2019,0.0,21315.0,Essence,Boîte automatique 7 rapports,10.0,192.0
1883,Renault Arkana,35999.0,01/04/2022,1.0,0.0,Hybride essence,Boîte automatique 6 rapports,5.0,94.0
1884,Audi A1 Sportback,31399.0,25/11/2022,1.0,0.0,Essence,Boîte automatique 7 rapports,6.0,110.0
1885,Hyundai i30,25167.0,18/01/2021,0.0,28069.0,Micro-hybride essence,Boîte manuelle,,8.0
1886,Citroën Grand C4 Spacetourer,29799.0,18/05/2021,0.0,45158.0,Diesel,Boîte automatique,7.0,130.0
1887,Tesla MODEL 3,39499.0,08/11/2021,0.0,20178.0,448 km,Électrique,,7.0
1888,Kia Ceed,27999.0,29/06/2021,0.0,33407.0,,,5.0,141.0
1889,Volkswagen Golf,29799.0,24/02/2021,0.0,25770.0,Diesel,Boîte automatique,,8.0
1890,Skoda Octavia,26926.0,18/07/2018,0.0,44991.0,Diesel,Boîte automatique,10.0,184.0
1891,Mercedes Classe A Nouvelle,28199.0,10/10/2018,0.0,62463.0,Diesel,Boîte automatique 7 rapports,6.0,116.0
1892,Toyota RAV4,34999.0,14/11/2019,0.0,81863.0,Hybride essence,Boîte automatique 1 rapport,9.0,177.0
1893,Kia Xceed,29199.0,05/09/2021,0.0,29420.0,Micro-hybride diesel,Boîte automatique,,7.0
1894,Peugeot 508 SW,35599.0,19/11/2019,0.0,43140.0,Essence,Boîte automatique,,12.0
1895,Volkswagen Golf 8 SW,28699.0,01/07/2021,0.0,25770.0,,,7.0,147.0
1896,Jeep Compass,33015.0,28/02/2022,0.0,16874.0,Diesel,Boîte manuelle,7.0,131.0
1897,Alfa Romeo Stelvio,31399.0,28/08/2019,0.0,75977.0,Diesel,Boîte automatique,11.0,190.0
1898,Audi Q3,39099.0,27/06/2019,0.0,54501.0,Micro-hybride essence,Boîte automatique,8.0,150.0
1899,Skoda Karoq,34219.0,23/08/2021,0.0,19359.0,Essence,Boîte automatique,,7.0
1900,Audi A5 Sportback,33499.0,19/07/2017,0.0,33166.0,Diesel,Boîte automatique,10.0,190.0
1901,Mercedes GLC,37499.0,28/03/2019,0.0,67358.0,Diesel,Boîte automatique 9 rapports,10.0,170.0
1902,Audi Q3 Nouveau,35499.0,06/06/2019,0.0,17091.0,Essence,Boîte automatique,11.0,150.0
1903,Cupra FORMENTOR,35399.0,07/07/2022,1.0,0.0,,,8.0,150.0
1904,Volkswagen Touran,39899.0,01/01/2022,0.0,20910.0,Diesel,Boîte automatique,7.0,147.0
1905,Mercedes CLA Shooting Brake,40159.0,21/06/2021,0.0,8485.0,Diesel,Boîte automatique,8.0,150.0
1906,Audi A3 Sportback Nouvelle,38599.0,01/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
1907,Alfa Romeo Giulia,39799.0,07/06/2022,0.0,10.0,Diesel,Boîte automatique,10.0,190.0
1908,Renault MASTER FOURGON,38699.0,12/12/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,8.0,135.0
1909,Opel MOVANO FOURGON,37899.0,20/09/2022,1.0,0.0,,,7.0,140.0
1910,Mercedes Classe A,39999.0,01/10/2022,1.0,0.0,Diesel,Boîte automatique 8 rapports,8.0,150.0
1911,Citroën C5 X,47099.0,31/05/2022,1.0,0.0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
1912,Skoda Kodiaq,42999.0,18/11/2022,1.0,0.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
1913,Audi Q3 Sportback,43499.0,01/12/2021,0.0,14657.0,Diesel,Boîte manuelle,7.0,147.0
1914,BMW X2,43923.0,31/08/2021,0.0,17904.0,,,10.0,190.0
1915,Mercedes Classe C Break,43151.0,14/05/2021,0.0,17045.0,,,11.0,194.0
1916,BMW X3,45499.0,19/09/2019,0.0,47693.0,Diesel,Boîte automatique 8 rapports,16.0,265.0
1917,Volkswagen Tiguan Allspace,46351.0,01/01/2021,0.0,20820.0,Diesel,Boîte automatique,10.0,197.0
1918,Seat Tarraco,44131.0,01/02/2022,0.0,11000.0,,,7.0,147.0
1919,Audi A4 Avant,47899.0,29/09/2022,1.0,0.0,Micro-hybride diesel,Boîte automatique 7 rapports,9.0,163.0
1920,Volvo XC60,51020.0,11/11/2021,0.0,20245.0,,,11.0,197.0
1921,DS DS9,53699.0,11/03/2022,0.0,10.0,,,13.0,225.0
1922,Audi Q5,59399.0,29/09/2022,1.0,0.0,Micro-hybride diesel,Boîte automatique 7 rapports,11.0,204.0
1923,Audi Q5 SPORTBACK,60662.0,29/06/2022,0.0,10.0,,,9.0,163.0
1924,Toyota AYGO,8999.0,25/01/2016,0.0,59491.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
1925,Citroën C4 Picasso,14999.0,29/03/2016,0.0,66786.0,Diesel,Boîte manuelle 6 rapports,6.0,120.0
1926,Fiat 500C,10999.0,25/07/2014,0.0,16513.0,Essence,Boîte manuelle 5 rapports,4.0,69.0
1927,Toyota Auris,13699.0,29/03/2013,0.0,143839.0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
1928,Opel Crossland X,17999.0,31/05/2019,0.0,37595.0,Diesel,Boîte automatique 6 rapports,6.0,120.0
1929,Land Rover Range Rover Evoque,26999.0,19/11/2015,0.0,92570.0,Diesel,Boîte automatique 9 rapports,10.0,180.0
1930,Suzuki VITARA,25499.0,16/09/2021,0.0,5175.0,Micro-hybride essence,Boîte automatique 6 rapports,7.0,129.0
1931,Toyota Corolla,25999.0,19/12/2019,0.0,24056.0,Hybride essence,Boîte automatique 1 rapport,6.0,153.0
1932,Audi A1 Citycarver,24399.0,01/02/2021,0.0,10035.0,,,4.0,93.0
1933,Skoda Superb,28499.0,25/08/2020,0.0,43544.0,Diesel,Boîte automatique 7 rapports,8.0,150.0
1934,Peugeot 208,10699.0,26/02/2016,0.0,63803.0,Essence,Boîte manuelle 5 rapports,4.0,68.0
1935,Peugeot 3008,15999.0,03/07/2015,0.0,54975.0,Essence,Boîte manuelle 6 rapports,7.0,130.0
1936,Peugeot 2008,12999.0,17/06/2015,0.0,81497.0,Essence,Boîte manuelle 5 rapports,5.0,110.0
1937,Dacia Duster,22699.0,01/09/2022,1.0,0.0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
1938,Peugeot 308,15699.0,09/04/2018,0.0,75195.0,Diesel,Boîte manuelle 6 rapports,5.0,120.0
1939,Dacia Sandero,13999.0,09/01/2019,0.0,38792.0,Essence,Boîte manuelle 5 rapports,5.0,90.0
1940,Citroën C3,12799.0,09/01/2017,0.0,63742.0,Essence,Boîte manuelle 5 rapports,4.0,82.0
1941,Renault Captur,14499.0,22/08/2018,0.0,36553.0,Diesel,Boîte manuelle 5 rapports,5.0,90.0
