Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
Renault Koleos,27999.0,26/03/2019,0,39870,Diesel,Boîte automatique 6 rapports,10.0,175.0
Renault Talisman Estate,27999.0,08/07/2020,0,34111,Diesel,Boîte automatique 6 rapports,11.0,200.0
Hyundai i30 Fastback,26159.0,03/11/2021,0,22390,Hybride diesel,Boîte automatique,,7.0
Jeep Compass,29999.0,29/07/2021,0,10255,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Renault Espace 5,33999.0,20/07/2018,0,47679,,,13.0,225.0
Kia Niro,30499.0,30/06/2020,0,51054,455 km,Électrique,,3.0
Ford Focus SW,28359.0,07/10/2021,0,12737,Essence,Boîte automatique,8.0,150.0
Audi A1 CITYCARVER,26999.0,29/03/2021,0,42127,,,8.0,150.0
Skoda Karoq,30659.0,08/11/2021,0,25253,Essence,Boîte manuelle,,7.0
Skoda Kodiaq,28699.0,30/10/2017,0,59286,Diesel,Boîte automatique 7 rapports,11.0,190.0
Audi Q3,34999.0,01/09/2020,0,22128,Hybride essence,Boîte automatique 7 rapports,8.0,150.0
Peugeot Expert Fourgon,26999.0,30/01/2020,0,68911,,,5.0,120.0
BMW I3,27499.0,19/11/2018,0,39421,,,,3.0
Peugeot 508 SW,34641.0,19/11/2019,0,43140,Essence,Boîte automatique,,12.0
Mercedes Classe C Break,28753.0,06/03/2019,0,57187,,,10.0,194.0
BMW X3,30999.0,28/05/2019,0,101600,Diesel,Boîte automatique 8 rapports,11.0,190.0
Audi A4 Avant,34323.0,17/06/2019,0,51848,Diesel,Boîte automatique,10.0,190.0
Audi A3 Sportback Nouvelle,35999.0,01/12/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Toyota Corolla,29799.0,02/12/2022,1,0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
Mazda CX-30,30999.0,02/02/2022,0,5673,,,10.0,186.0
Kia SPORTAGE 5,28599.0,29/11/2022,1,0,,,8.0,150.0
Land Rover Range Rover Evoque,34999.0,20/12/2017,0,21834,Diesel,Boîte automatique 9 rapports,10.0,180.0
Audi Q3 Nouveau,40599.0,01/09/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Mercedes GLC,36099.0,16/04/2019,0,70200,Diesel,Boîte automatique,10.0,170.0
Audi A1,32999.0,01/12/2021,0,7870,Essence,Boîte automatique,7.0,147.0
Audi Q5,33099.0,05/04/2018,0,90650,Diesel,Boîte automatique,10.0,190.0
Volvo XC40,31499.0,26/07/2019,0,28990,,,9.0,163.0
Mini Mini countryman,31999.0,15/01/2019,0,70607,,,6.0,136.0
BMW Série 4 Gran Coupé,33499.0,25/04/2018,0,36862,Diesel,Boîte automatique 8 rapports,10.0,190.0
Skoda Superb,32399.0,29/06/2021,0,23542,Diesel,Boîte automatique,,7.0
Citroën C5 X,41999.0,26/09/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
Peugeot TRAVELLER,34699.0,16/04/2019,0,73713,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Opel Astra,35399.0,06/07/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,8.0,150.0
BMW X2,36599.0,03/07/2019,0,48842,,,10.0,190.0
Mitsubishi Eclipse Cross,35399.0,03/03/2022,0,13358,Hybride essence rechargeable,Boîte automatique,5.0,98.0
Ford Mondeo SW,35699.0,16/05/2022,1,0,,,7.0,187.0
Jaguar F-Pace,38299.0,12/07/2018,0,31484,Diesel,Boîte automatique 8 rapports,11.0,180.0
Fiat SCUDO FOURGON,35199.0,16/09/2022,1,0,,,7.0,145.0
Mercedes Classe A,37499.0,01/10/2022,1,0,Diesel,Boîte automatique 8 rapports,6.0,116.0
Opel GRANDLAND,40399.0,25/05/2022,1,0,,,10.0,180.0
BMW Série 5 Touring,35999.0,19/04/2019,0,82568,Diesel,Boîte automatique 8 rapports,10.0,190.0
Citroën JUMPY FOURGON,36999.0,04/10/2022,1,0,,,7.0,145.0
DS DS4,37899.0,03/08/2022,1,0,Essence,Boîte automatique 8 rapports,7.0,130.0
BMW Série 2 Gran Coupé,37044.0,10/04/2022,0,13335,,,7.0,136.0
Opel MOVANO FOURGON,36399.0,13/09/2022,1,0,,,7.0,165.0
Kia Sportage Nouveau,37215.0,13/06/2022,0,14366,Micro-hybride diesel,Boîte automatique,7.0,136.0
Toyota RAV 4 Nouveau,38699.0,19/07/2019,0,56275,Hybride essence,Boîte automatique 1 rapport,9.0,177.0
Volkswagen Tiguan Allspace,41200.0,14/04/2022,0,13410,Diesel,Boîte automatique,8.0,150.0
Renault MASTER FOURGON,38699.0,12/12/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,135.0
Volkswagen T-ROC NOUVEAU,38399.0,31/08/2022,1,0,,,8.0,150.0
Volkswagen T-Roc Cabriolet,38399.0,15/09/2022,1,0,,,8.0,150.0
Opel Mokka-e,38599.0,28/06/2022,0,25,,,,7.0
Audi Q3 Sportback,43899.0,01/09/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Citroën Jumper Fourgon,40699.0,30/06/2022,0,40,,,7.0,165.0
Volkswagen Arteon,43723.0,04/01/2022,0,7791,Diesel,Boîte automatique,,10.0
Mercedes CLA,45899.0,29/07/2022,1,0,Diesel,Boîte automatique 8 rapports,8.0,150.0
Volvo XC60,48663.0,23/02/2021,0,20378,Micro-hybride diesel,Boîte automatique,11.0,197.0
DS DS9,52899.0,09/05/2022,0,114,,,13.0,225.0
Audi Q5 SPORTBACK,57799.0,29/07/2022,1,0,,,9.0,163.0
Tesla MODEL X,64999.0,19/04/2017,0,53155,,,,9.0
Land Rover Range Rover Sport,89999.0,20/05/2020,0,24220,,,17.0,404.0
Dacia Lodgy,13499.0,03/05/2016,0,94601,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Peugeot 208 AFFAIRE,10999.0,22/01/2019,0,34605,,,5.0,100.0
Renault Scenic 3,13499.0,06/11/2015,0,75520,Essence,Boîte manuelle 6 rapports,7.0,130.0
Hyundai Tucson Nouveau,16999.0,05/04/2016,0,87144,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Renault TWINGO ELECTRIC,18499.0,20/01/2022,0,6021,,,,3.0
Mercedes GLA Nouveau,24499.0,31/07/2017,0,111119,Diesel,Boîte automatique 7 rapports,9.0,177.0
Toyota YARIS CROSS,27999.0,16/11/2022,0,1117,,,5.0,92.0
BMW Série 1 Berline,21299.0,15/11/2019,0,26200,Essence,Boîte automatique 8 rapports,7.0,136.0
Kia ProCeed,26699.0,04/08/2021,0,19823,,,,8.0
BMW X4,28499.0,25/05/2016,0,105122,,,10.0,190.0
Mercedes Classe C,31999.0,18/06/2020,0,68075,Diesel,Boîte automatique 9 rapports,8.0,160.0
BMW X5,31269.0,23/03/2016,0,104017,Diesel,Boîte automatique,13.0,231.0
Peugeot 3008 Nouveau,38399.0,07/05/2021,0,19615,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,180.0
Peugeot 208,10499.0,21/05/2015,0,68269,Essence,Boîte manuelle 5 rapports,4.0,68.0
Peugeot 3008,14999.0,28/07/2015,0,77040,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Dacia Duster,26699.0,06/09/2022,1,0,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Peugeot 2008,12299.0,31/03/2016,0,106928,Diesel,Boîte manuelle 5 rapports,5.0,100.0
Renault Clio 4,11499.0,12/12/2017,0,91275,Diesel,Boîte manuelle 5 rapports,4.0,75.0
Peugeot 308,15999.0,13/02/2018,0,136981,Essence,Boîte automatique 6 rapports,7.0,130.0
Dacia Sandero,13299.0,15/01/2019,0,63198,Essence,Boîte manuelle 5 rapports,5.0,90.0
Citroën C3,11699.0,27/07/2016,0,75725,Diesel,Boîte manuelle 5 rapports,5.0,99.0
Renault Captur,13699.0,04/12/2017,0,72688,Essence,Boîte manuelle 5 rapports,5.0,90.0
Volkswagen Polo,11499.0,20/06/2016,0,94585,Essence,Boîte manuelle 5 rapports,4.0,75.0
Renault Twingo 3,9499.0,29/10/2015,0,90846,Essence,Boîte manuelle 5 rapports,4.0,90.0
Nissan Qashqai,17999.0,23/01/2018,0,92515,Diesel,Boîte automatique 1 rapport,7.0,130.0
Fiat 500,9999.0,16/06/2014,0,69458,Essence,Boîte manuelle 5 rapports,4.0,69.0
Renault Kadjar,16499.0,12/04/2018,0,91617,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Renault Clio 5,18899.0,01/11/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Citroën C4 Cactus,15999.0,29/05/2019,0,65237,Essence,Boîte manuelle 6 rapports,5.0,110.0
Toyota Yaris,10999.0,29/12/2015,0,52946,Essence,Boîte manuelle 5 rapports,4.0,69.0
Citroën C3 Nouvelle,13799.0,21/06/2021,0,35241,Essence,Boîte manuelle 5 rapports,4.0,83.0
Renault Mégane 4,16499.0,22/11/2019,0,38770,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Peugeot 208 Nouvelle,17499.0,12/05/2021,0,15895,Essence,Boîte manuelle 5 rapports,4.0,75.0
Citroën C3 Aircross,15499.0,30/04/2019,0,90724,Diesel,Boîte manuelle 6 rapports,5.0,102.0
Volkswagen Golf 7,17499.0,04/04/2019,0,60478,Diesel,Boîte manuelle 5 rapports,6.0,115.0
Opel Corsa,12999.0,31/05/2019,0,29794,Essence,Boîte manuelle 5 rapports,5.0,90.0
Opel Corsa Nouvelle,18699.0,14/11/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,100.0
Ford Fiesta,11499.0,30/10/2015,0,57999,Essence,Boîte manuelle 5 rapports,5.0,100.0
Ford PUMA,29199.0,28/07/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,6.0,125.0
Nissan Juke,12799.0,28/06/2016,0,102585,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Citroën C1,10999.0,01/04/2019,0,29508,Essence,Boîte manuelle 5 rapports,4.0,72.0
Peugeot 308 SW,15999.0,27/03/2017,0,90325,Essence,Boîte manuelle 6 rapports,7.0,130.0
Peugeot 108,10999.0,20/04/2018,0,61564,Essence,Boîte manuelle 5 rapports,4.0,82.0
Peugeot 2008 Nouveau,22499.0,15/04/2021,0,41320,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Fiat 500X,13699.0,12/06/2015,0,95195,Essence,Boîte automatique 6 rapports,7.0,140.0
Toyota AYGO,11699.0,18/03/2020,0,15225,Essence,Boîte manuelle 5 rapports,4.0,72.0
Citroën C5 Aircross,26999.0,30/12/2022,1,0,Essence,Boîte manuelle 6 rapports,7.0,131.0
Peugeot 5008,24499.0,25/09/2017,0,77683,Diesel,Boîte manuelle 6 rapports,8.0,150.0
BMW Série 1,20799.0,08/12/2014,0,76962,Diesel,Boîte automatique 8 rapports,12.0,218.0
Mercedes Classe A,19099.0,26/04/2017,0,57700,Diesel,Boîte manuelle,5.0,109.0
Citroën C4,12499.0,12/05/2014,0,49254,Diesel,Boîte manuelle 6 rapports,5.0,114.0
Fiat Panda,14299.0,29/07/2020,0,15267,Essence,Boîte manuelle 5 rapports,4.0,85.0
Toyota C-HR,21999.0,16/11/2018,0,81770,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
Mini Mini,15099.0,13/09/2016,0,89832,Diesel,Boîte manuelle,5.0,95.0
Citroën C4 Picasso,15299.0,30/03/2017,0,88913,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Audi A3 Sportback,20599.0,06/07/2018,0,57361,Essence,Boîte manuelle 6 rapports,6.0,115.0
Citroën Berlingo,18999.0,21/05/2019,0,87040,Diesel,Boîte manuelle,,5.0
Volkswagen Up,13499.0,02/03/2018,0,35346,Essence,Boîte automatique,,4.0
Volkswagen T-Roc,20999.0,28/09/2019,0,55745,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Nissan Micra,13999.0,18/06/2019,0,31689,Essence,Boîte manuelle 5 rapports,5.0,100.0
Opel Mokka,13999.0,26/11/2015,0,83814,Essence,Boîte manuelle 6 rapports,8.0,140.0
DS DS 3,12999.0,31/07/2015,0,104905,Essence,Boîte manuelle 6 rapports,9.0,165.0
Skoda Fabia,12999.0,18/09/2019,0,18855,Essence,Boîte manuelle 5 rapports,3.0,60.0
Renault Captur Nouveau,23699.0,21/11/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,90.0
Peugeot 308 Nouvelle,27399.0,31/05/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Smart FORTWO,11599.0,28/10/2016,0,55973,Essence,Boîte automatique 6 rapports,4.0,71.0
Audi A1 Sportback,21499.0,27/02/2019,0,39678,,,,6.0
Fiat Tipo,17563.0,26/08/2021,0,10,Essence,Boîte manuelle,5.0,95.0
Renault Scénic 4,18499.0,12/05/2017,0,46549,Essence,Boîte manuelle 6 rapports,7.0,130.0
Suzuki Swift,13999.0,17/05/2018,0,70595,,,5.0,111.0
Ford Ecosport,15499.0,16/11/2018,0,47294,Essence,Boîte manuelle 6 rapports,7.0,125.0
Opel Crossland X,15999.0,28/06/2018,0,97347,Essence,Boîte manuelle,,7.0
,,,0,97347,,,,
Citroën C4 Picasso,15299.0,30/03/2017,0,88913,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Audi A3 Sportback,20599.0,06/07/2018,0,57361,Essence,Boîte manuelle 6 rapports,6.0,115.0
Citroën Berlingo,18999.0,21/05/2019,0,87040,Diesel,Boîte manuelle,,5.0
Volkswagen Up,13499.0,02/03/2018,0,35346,Essence,Boîte automatique,,4.0
Volkswagen T-Roc,20999.0,28/09/2019,0,55745,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Nissan Micra,13999.0,18/06/2019,0,31689,Essence,Boîte manuelle 5 rapports,5.0,100.0
Opel Mokka,13999.0,26/11/2015,0,83814,Essence,Boîte manuelle 6 rapports,8.0,140.0
DS DS 3,12999.0,31/07/2015,0,104905,Essence,Boîte manuelle 6 rapports,9.0,165.0
Skoda Fabia,12999.0,18/09/2019,0,18855,Essence,Boîte manuelle 5 rapports,3.0,60.0
Renault Captur Nouveau,23699.0,21/11/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,90.0
Volkswagen Golf Sportsvan,16999.0,16/11/2017,0,105261,Essence,Boîte automatique 7 rapports,7.0,125.0
Ford C-Max,14999.0,02/02/2017,0,69907,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Opel Mokka X,16899.0,11/04/2018,0,51345,Essence,Boîte manuelle 6 rapports,8.0,140.0
BMW X1,24499.0,25/02/2019,0,72742,Essence,Boîte automatique 7 rapports,7.0,140.0
DS DS3 Crossback,27599.0,27/04/2022,0,10,Essence,Boîte manuelle,5.0,100.0
Fiat TIPO Station Wagon,14999.0,09/03/2018,0,64148,Essence,Boîte manuelle 6 rapports,7.0,120.0
Seat Arona,16799.0,27/06/2019,0,53255,Diesel,Boîte manuelle 5 rapports,5.0,95.0
Dacia SPRING,18899.0,28/10/2021,0,6357,,,,2.0
Ford Kuga,23099.0,08/03/2017,0,70353,Diesel,Boîte automatique,10.0,180.0
Fiat Fiorino,18399.0,25/07/2022,1,0,,,5.0,95.0
DS DS7 Crossback,30199.0,13/04/2018,0,80461,Essence,Boîte automatique,13.0,225.0
Mini Countryman,21999.0,12/10/2017,0,91285,Diesel,Boîte automatique 8 rapports,10.0,190.0
Ford Focus,24499.0,07/10/2021,0,7441,Micro-hybride essence,Boîte manuelle,8.0,155.0
Citroën C4 Nouvelle,22499.0,23/02/2022,0,12261,Essence,Boîte manuelle 6 rapports,7.0,131.0
Kia Cee'd,18499.0,04/02/2019,0,55551,Essence,Boîte manuelle 6 rapports,6.0,120.0
Nissan Leaf,18499.0,21/08/2019,0,94005,270 km,Électrique,,4.0
Renault Talisman,19799.0,28/02/2017,0,59259,Essence,Boîte automatique 7 rapports,8.0,150.0
Citroën GRAND C4 SPACETOURER,22699.0,02/08/2019,0,57526,Essence,Boîte manuelle 6 rapports,7.0,130.0
Volkswagen Golf 8,25499.0,20/07/2021,0,11636,Essence,Boîte manuelle 6 rapports,7.0,130.0
Seat Ateca,23399.0,20/06/2020,0,67809,,,6.0,115.0
Volkswagen T-Cross,22499.0,28/05/2019,0,46353,Essence,Boîte automatique 7 rapports,6.0,115.0
Opel Grandland X,22699.0,26/02/2019,0,57244,Essence,Boîte automatique 8 rapports,7.0,130.0
Audi Q2,29499.0,29/05/2019,0,23488,Essence,Boîte automatique 7 rapports,8.0,150.0
Abarth 595,21076.0,19/07/2018,0,38869,Essence,Boîte manuelle,8.0,160.0
Kia Ceed,20999.0,01/10/2021,0,16400,,,7.0,136.0
Lexus CT,21499.0,01/04/2017,0,46504,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
Toyota RAV4,25999.0,19/05/2016,0,90475,Hybride essence,Boîte automatique 1 rapport,8.0,155.0
Opel Crossland,20899.0,31/05/2021,0,42547,,,6.0,120.0
Volkswagen Golf,25299.0,02/10/2020,0,14228,Essence,Boîte manuelle,,6.0
Peugeot 508,27799.0,22/05/2019,0,43706,Essence,Boîte automatique 8 rapports,10.0,180.0
Renault Arkana,33699.0,01/04/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,140.0
Skoda Scala,22099.0,08/11/2021,0,25747,Essence,Boîte manuelle,,7.0
Seat Leon,24699.0,28/07/2021,0,20800,Diesel,Boîte manuelle,6.0,115.0
Mercedes CLA Shooting Brake,25499.0,16/11/2017,0,71719,Diesel,Boîte automatique 7 rapports,9.0,177.0
Skoda Kamiq,24539.0,24/05/2021,0,18177,Essence,Boîte automatique,,5.0
Toyota YARIS HYBRIDE,22899.0,01/12/2022,1,0,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
Nissan Leaf Nouvelle,22499.0,23/06/2020,0,15047,270 km,Électrique,,4.0
Hyundai i30,25299.0,24/11/2021,0,25388,Micro-hybride essence,Boîte automatique,,8.0
Opel CROSSLAND NOUVEAU,25399.0,15/08/2022,0,20,Essence,Boîte automatique 6 rapports,7.0,130.0
Skoda Octavia,25899.0,28/07/2021,0,22551,Diesel,Boîte manuelle,,5.0
Tesla MODEL 3,36499.0,25/02/2021,0,29557,448 km,Électrique,,7.0
Audi A4,26699.0,25/03/2016,0,82900,Diesel,Boîte automatique 7 rapports,12.0,218.0
Alfa Romeo Stelvio,27099.0,06/02/2019,0,114754,Diesel,Boîte automatique,9.0,160.0
Mercedes Classe A Nouvelle,27599.0,03/06/2019,0,73537,Diesel,Boîte automatique 7 rapports,6.0,116.0
Jeep Cherokee,26499.0,29/11/2018,0,71555,Diesel,Boîte automatique 9 rapports,10.0,185.0
Alfa Romeo Giulia,29499.0,30/10/2018,0,25237,Essence,Boîte automatique 8 rapports,11.0,200.0
Kia Niro,31999.0,14/01/2021,0,28564,455 km,Électrique,,3.0
BMW Série 3,28499.0,19/03/2019,0,13380,Diesel,Boîte automatique 8 rapports,10.0,190.0
Renault Koleos,29999.0,20/01/2021,0,25865,Essence,Boîte automatique 7 rapports,8.0,160.0
Suzuki VITARA,28899.0,28/10/2022,1,0,Micro-hybride essence,Boîte automatique 6 rapports,5.0,102.0
Ford Focus SW,28959.0,04/11/2021,0,14074,Essence,Boîte automatique,8.0,150.0
BMW I3,26599.0,28/09/2018,0,17464,,,,9.0
Skoda Karoq,32099.0,15/01/2021,0,59816,Essence,Boîte automatique,8.0,150.0
Jeep Compass,31915.0,28/02/2022,0,19857,Diesel,Boîte manuelle,7.0,131.0
Hyundai Ioniq,30299.0,07/12/2020,0,18241,,Électrique,,1.0
Audi A4 Avant,35599.0,27/12/2020,0,41645,Diesel,Boîte automatique,,7.0
Skoda Kodiaq,30999.0,24/06/2020,0,42982,Diesel,Boîte automatique 7 rapports,8.0,150.0
Land Rover Range Rover Evoque,35644.0,28/01/2019,0,40725,Diesel,Boîte automatique,,8.0
Audi A5 Sportback,32099.0,09/04/2018,0,74985,Diesel,Boîte automatique,7.0,150.0
Audi Q3,39099.0,27/06/2019,0,54501,Micro-hybride essence,Boîte automatique,8.0,150.0
Renault Espace 5,36999.0,25/09/2018,0,39763,,,13.0,225.0
Mercedes GLC,35499.0,12/06/2018,0,62716,Diesel,Boîte automatique 9 rapports,12.0,204.0
Audi Q5,33099.0,14/12/2017,0,69400,Diesel,Boîte manuelle,8.0,150.0
Peugeot 508 SW,38999.0,29/06/2020,0,779,Essence,Boîte automatique 8 rapports,13.0,225.0
Peugeot Expert Fourgon,31399.0,31/01/2022,0,123,,,6.0,120.0
Renault Talisman Estate,33319.0,22/10/2021,0,10,Diesel,Boîte automatique,8.0,160.0
Audi Q3 Nouveau,32999.0,29/08/2019,0,54439,Diesel,Boîte automatique 7 rapports,8.0,150.0
Mazda CX-30,33899.0,25/11/2022,1,0,,,10.0,186.0
BMW X3,34999.0,09/05/2017,0,43991,Diesel,Boîte automatique,,8.0
Cupra Formentor,35099.0,13/07/2022,0,7,Diesel,Boîte manuelle,,8.0
Kia SPORTAGE 5,32899.0,06/10/2022,1,0,,,8.0,150.0
Citroën C5 X,46399.0,21/06/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
Mitsubishi Eclipse Cross,35399.0,28/02/2022,0,21279,Hybride essence rechargeable,Boîte automatique,5.0,98.0
Audi A3 Sportback Nouvelle,37399.0,01/11/2022,1,0,Diesel,Boîte automatique 7 rapports,8.0,150.0
Fiat SCUDO FOURGON,35199.0,13/05/2022,1,0,,,7.0,145.0
Citroën JUMPY FOURGON,36399.0,30/08/2022,1,0,,,7.0,145.0
BMW Série 5 Touring,35999.0,19/11/2019,0,20001,Diesel,Boîte automatique 8 rapports,8.0,150.0
Peugeot TRAVELLER,36999.0,07/11/2019,0,41358,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Opel MOVANO FOURGON,36399.0,27/09/2022,1,0,,,7.0,165.0
BMW X2,39199.0,26/02/2021,0,10229,,,10.0,190.0
Jaguar F-Pace,40099.0,30/01/2018,0,47845,Diesel,Boîte automatique,10.0,180.0
Renault MASTER FOURGON,38799.0,04/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Volkswagen T-ROC NOUVEAU,39099.0,31/08/2022,1,0,,,8.0,150.0
Volkswagen T-Roc Cabriolet,38699.0,15/09/2022,1,0,,,8.0,150.0
Opel Mokka-e,38599.0,28/06/2022,0,25,,,,7.0
Mercedes Classe C Break,40104.0,14/01/2021,0,28854,,,,8.0
BMW Série 5,39899.0,04/12/2019,0,47884,Hybride essence rechargeable,Boîte automatique,,15.0
Opel Grandland,41299.0,30/07/2021,0,15273,,,11.0,200.0
DS DS4,43399.0,28/07/2022,1,0,Essence,Boîte automatique 8 rapports,13.0,225.0
Skoda Superb,42331.0,03/11/2021,0,10015,Diesel,Boîte automatique,,10.0
Volvo XC40,43999.0,28/02/2020,0,27822,Hybride essence rechargeable,Boîte automatique,10.0,180.0
Audi Q3 Sportback,44999.0,01/07/2021,0,21205,Diesel,Boîte automatique,7.0,147.0
Toyota RAV 4 Nouveau,44299.0,03/01/2023,1,0,Hybride essence,Boîte automatique 1 rapport,,9.0
BMW Série 2 Gran Coupé,43199.0,22/11/2021,0,13256,,,,9.0
Volvo XC60,48995.0,29/09/2021,0,2000,,,11.0,197.0
Volkswagen Arteon,47363.0,03/11/2021,0,15585,Essence,Boîte automatique,,10.0
DS DS9,52999.0,17/12/2021,1,0,,,13.0,225.0
Audi Q5 SPORTBACK,59399.0,03/08/2022,1,0,,,9.0,163.0
Volkswagen Up,10299.0,29/07/2013,0,39425,Essence,Boîte automatique 5 rapports,3.0,60.0
BMW Série 2 Active Tourer,16399.0,29/03/2016,0,69193,Diesel,Boîte manuelle 6 rapports,6.0,116.0
Mazda CX-5,11999.0,23/07/2013,0,148330,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Hyundai BAYON,23699.0,01/08/2022,0,198,Essence,Boîte automatique 7 rapports,5.0,100.0
Ford Mondeo SW,26499.0,22/10/2019,0,42883,,,9.0,187.0
Kia Sportage Nouveau,37215.0,20/07/2022,0,10703,Micro-hybride diesel,Boîte automatique,7.0,136.0
Volkswagen Tiguan Allspace,33999.0,02/08/2018,0,70440,Diesel,Boîte automatique 7 rapports,8.0,150.0
BMW X5,53799.0,17/07/2019,0,122925,Diesel,Boîte automatique,16.0,265.0
Peugeot 208,11499.0,25/04/2018,0,40630,Essence,Boîte manuelle 5 rapports,4.0,68.0
Peugeot 3008,15699.0,03/07/2015,0,54975,Essence,Boîte manuelle 6 rapports,7.0,130.0
Dacia Duster,25399.0,01/09/2022,1,0,Essence,Boîte manuelle 6 rapports,8.0,150.0
Peugeot 2008,12999.0,18/06/2018,0,98710,Diesel,Boîte manuelle 5 rapports,4.0,100.0
Renault Clio 4,10799.0,25/02/2014,0,121552,Diesel,Boîte manuelle 5 rapports,4.0,90.0
Peugeot 308,15199.0,26/11/2019,0,92138,Diesel,Boîte manuelle 6 rapports,6.0,130.0
Dacia Sandero,13999.0,12/06/2019,0,16905,Diesel,Boîte manuelle 5 rapports,5.0,95.0
Citroën C3,11099.0,31/07/2019,0,134800,Diesel,Boîte manuelle,5.0,102.0
Volkswagen Polo,11999.0,16/03/2016,0,75630,Essence,Boîte manuelle 5 rapports,4.0,60.0
Renault Twingo 3,9799.0,07/06/2016,0,89080,Essence,Boîte manuelle 5 rapports,4.0,70.0
Nissan Qashqai,18999.0,23/08/2018,0,62562,Essence,Boîte manuelle 6 rapports,6.0,115.0
Fiat 500,10499.0,16/04/2018,0,89082,Essence,Boîte manuelle 5 rapports,4.0,69.0
Renault Zoé,10999.0,28/04/2017,0,16038,188 km,Électrique,,1.0
Renault Kadjar,15999.0,13/06/2018,0,77653,Essence,Boîte manuelle 6 rapports,7.0,130.0
Citroën C4 Cactus,15499.0,10/05/2019,0,51043,Diesel,Boîte manuelle 6 rapports,5.0,102.0
Renault Clio 5,19099.0,01/12/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Citroën C3 Nouvelle,13799.0,14/06/2021,0,37854,Essence,Boîte manuelle 5 rapports,4.0,83.0
Toyota Yaris,13999.0,18/07/2012,0,52940,Hybride essence,Boîte automatique 1 rapport,3.0,75.0
Peugeot 308 SW,14999.0,22/05/2015,0,89482,Essence,Boîte manuelle 6 rapports,7.0,130.0
Peugeot 108,10499.0,20/04/2018,0,12436,Essence,Boîte manuelle 5 rapports,4.0,68.0
Peugeot 2008 Nouveau,22599.0,25/02/2020,0,15504,Essence,Boîte manuelle 6 rapports,6.0,130.0
Fiat 500X,12999.0,25/11/2015,0,134873,Diesel,Boîte manuelle 6 rapports,7.0,140.0
Toyota AYGO,10999.0,21/05/2019,0,56165,Essence,Boîte manuelle 5 rapports,4.0,69.0
Citroën C3 Aircross Nouveau,26999.0,03/01/2023,1,0,Essence,Boîte automatique 6 rapports,7.0,131.0
DS DS 3,14999.0,08/06/2017,0,75222,Essence,Boîte automatique 6 rapports,5.0,110.0
Skoda Fabia,13999.0,27/09/2019,0,31273,Essence,Boîte manuelle 5 rapports,4.0,75.0
Volkswagen Tiguan,21999.0,24/09/2016,0,123814,Diesel,Boîte automatique 7 rapports,8.0,150.0
Renault Captur Nouveau,16999.0,30/06/2020,0,42242,Essence,Boîte manuelle 5 rapports,5.0,100.0
Peugeot 308 Nouvelle,27399.0,29/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Audi Q2,24029.0,22/01/2019,0,29050,Diesel,Boîte manuelle,,6.0
Audi A1 Sportback,24999.0,22/05/2019,0,56486,Essence,Boîte automatique 7 rapports,8.0,150.0
Renault Scénic 4,19499.0,13/05/2019,0,47354,Essence,Boîte manuelle 6 rapports,8.0,140.0
