Nom,Prix,Mise_en_circulation,Première Main,Kilometrage,Carburant,Boîte de vitesse,Puissance fiscale,Puissance_din
,,,0,97347,,,,
Volkswagen Up,11299.0,25/04/2018,0,43245,Essence,Boîte manuelle 5 rapports,4.0,75.0
Volkswagen Tiguan,20999.0,18/02/2016,0,54812,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Ford Focus,13999.0,24/01/2018,0,102351,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Nissan Micra,13499.0,24/12/2018,0,23303,Essence,Boîte manuelle 5 rapports,5.0,90.0
Renault Clio 4 Estate,13999.0,20/09/2018,0,52221,Essence,Boîte manuelle 5 rapports,5.0,90.0
Volkswagen T-Roc,21999.0,05/04/2019,0,21266,Essence,Boîte manuelle 6 rapports,6.0,115.0
Dacia Lodgy,13499.0,03/05/2016,0,94601,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Renault Scenic 3,11499.0,19/05/2014,0,79017,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Peugeot 308 Nouvelle,26199.0,31/10/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Renault Mégane 3,10999.0,26/06/2015,0,124281,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Renault Scénic 4,17999.0,25/06/2018,0,58027,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Audi A1 Sportback,24999.0,22/05/2019,0,56486,Essence,Boîte automatique 7 rapports,8.0,150.0
Renault Twizy,8999.0,11/02/2020,0,4159,,,,1.0
Smart FORTWO,13799.0,25/04/2018,0,48971,Essence,Boîte automatique 6 rapports,4.0,71.0
Volkswagen Golf Sportsvan,15999.0,31/10/2016,0,90227,Diesel,Boîte manuelle 5 rapports,6.0,115.0
Opel Mokka X,16499.0,16/05/2018,0,47479,Essence,Boîte manuelle 6 rapports,8.0,140.0
DS DS7 CROSSBACK,30888.0,28/10/2020,0,35915,Essence,Boîte automatique 8 rapports,10.0,180.0
Hyundai Tucson,19499.0,01/08/2017,0,82249,Diesel,Boîte automatique 7 rapports,7.0,141.0
Kia Sportage,21999.0,02/07/2020,0,24742,Diesel,Boîte manuelle,6.0,115.0
Seat Leon,17499.0,02/06/2018,0,54485,Essence,Boîte manuelle 6 rapports,6.0,110.0
Fiat TIPO Station Wagon,14299.0,29/06/2018,0,72112,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Renault Grand Scenic 4,25319.0,29/03/2021,0,41312,Essence,Boîte manuelle,7.0,140.0
Volkswagen Golf 8,23999.0,21/09/2020,0,24317,Essence,Boîte manuelle 6 rapports,7.0,130.0
Citroën Grand C4 Picasso,20999.0,06/12/2017,0,40792,Essence,Boîte manuelle 6 rapports,7.0,130.0
Nissan Leaf,15899.0,21/07/2017,0,24530,203 km,Électrique,,3.0
DS DS3 CROSSBACK,26999.0,19/10/2020,0,4305,Essence,Boîte manuelle 6 rapports,5.0,100.0
Seat Arona,16999.0,24/04/2019,0,39520,,,5.0,95.0
Citroën C4 Nouvelle,21799.0,04/04/2022,0,18600,Essence,Boîte manuelle,5.0,102.0
Smart FORFOUR,15999.0,12/12/2016,0,8117,Essence,Boîte automatique 6 rapports,4.0,90.0
Peugeot 508,23499.0,25/09/2019,0,33257,Diesel,Boîte automatique 8 rapports,6.0,130.0
BMW Série 2 Active Tourer,20999.0,22/11/2019,0,34647,Diesel,Boîte automatique 8 rapports,8.0,150.0
Volkswagen T-CROSS,20299.0,17/04/2019,0,15583,Essence,Boîte manuelle 6 rapports,6.0,115.0
Mini Clubman,20499.0,08/02/2018,0,84847,Diesel,Boîte automatique 8 rapports,8.0,150.0
Seat Ateca,21499.0,31/01/2020,0,35039,Essence,Boîte manuelle 6 rapports,6.0,116.0
Dacia SPRING,19499.0,28/10/2021,0,6357,,,,2.0
Skoda Kamiq,19599.0,02/06/2020,0,29015,Essence,Boîte manuelle,,5.0
Peugeot RIFTER,22199.0,05/11/2019,0,18694,Diesel,Boîte manuelle 6 rapports,5.0,100.0
BMW X1,26599.0,19/09/2018,0,61081,Diesel,Boîte automatique 8 rapports,8.0,150.0
Opel Grandland X,20999.0,14/11/2018,0,30958,Essence,Boîte manuelle 6 rapports,7.0,130.0
Fiat Fiorino,18399.0,24/09/2022,1,0,,,5.0,95.0
Kia Soul,16999.0,02/02/2017,0,56350,195 km,Électrique,,1.0
Citroën GRAND C4 SPACETOURER,23199.0,02/08/2019,0,57526,Essence,Boîte manuelle 6 rapports,7.0,130.0
Opel CROSSLAND NOUVEAU,18799.0,27/09/2021,0,20645,Essence,Boîte manuelle 5 rapports,5.0,83.0
Toyota Yaris 4 Nouvelle,22499.0,17/02/2021,0,20840,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
Toyota RAV4,24999.0,11/07/2017,0,99455,Hybride essence,Boîte automatique 1 rapport,8.0,155.0
Hyundai i30,20399.0,23/11/2021,0,14572,Essence,Boîte manuelle,,6.0
Peugeot 508 SW,25299.0,01/10/2018,0,22332,Diesel,Boîte automatique,6.0,130.0
Mercedes CLA Shooting Brake,22499.0,17/08/2017,0,118768,Diesel,Boîte automatique 7 rapports,9.0,177.0
Skoda Fabia Combi,20552.0,11/04/2022,0,27287,,,,4.0
Lexus CT,19299.0,16/03/2016,0,74736,Hybride essence,Boîte automatique 1 rapport,4.0,99.0
Skoda Scala,20699.0,10/12/2021,0,25009,Essence,Boîte manuelle,,5.0
Renault Kadjar Nouveau,18999.0,26/11/2020,0,54654,Diesel,Boîte manuelle 6 rapports,6.0,115.0
Renault Arkana,32899.0,01/04/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,140.0
Opel Crossland,20899.0,25/06/2021,0,34891,,,6.0,120.0
Renault TWINGO ELECTRIC,20699.0,08/03/2022,0,10598,,,,3.0
Hyundai Kona,26619.0,25/08/2021,0,12890,Essence,Boîte automatique,,10.0
Suzuki Vitara Nouveau,23399.0,22/02/2022,0,705,Micro-hybride essence,Boîte manuelle 6 rapports,7.0,129.0
Fiat DOBLO CARGO,20999.0,28/05/2021,0,9163,,,5.0,105.0
Volkswagen Golf,26099.0,18/01/2021,0,21482,Essence,Boîte manuelle,,7.0
Audi Q3,30999.0,31/01/2019,0,49246,Diesel,Boîte automatique 7 rapports,8.0,150.0
Volkswagen PASSAT,23999.0,26/06/2019,0,29201,,,6.0,120.0
Alfa Romeo Giulia,24499.0,01/12/2016,0,79188,Essence,Boîte automatique 8 rapports,11.0,200.0
Mazda CX-5,24099.0,01/08/2017,0,88993,Diesel,Boîte automatique,10.0,175.0
Jeep Cherokee,22199.0,31/05/2017,0,110465,Diesel,Boîte automatique 9 rapports,11.0,200.0
Renault Talisman Estate,24499.0,28/03/2019,0,54360,Diesel,Boîte automatique 6 rapports,11.0,200.0
DS DS3,23899.0,13/12/2019,0,53000,Diesel,Boîte manuelle,5.0,100.0
Audi A4,23999.0,26/03/2018,0,98444,Diesel,Boîte automatique,7.0,150.0
Suzuki Vitara,27334.0,15/02/2022,0,10,Micro-hybride essence,Boîte manuelle,7.0,129.0
Kia Xceed,25167.0,28/01/2021,0,17236,Essence,Boîte manuelle,,8.0
Tesla MODEL 3,38999.0,11/08/2021,0,27999,448 km,Électrique,,7.0
Mercedes Classe C,26499.0,22/11/2018,0,83819,Diesel,Boîte automatique 9 rapports,8.0,150.0
Hyundai Tucson Nouveau,31499.0,01/06/2021,0,26415,Micro-hybride diesel,Boîte automatique 7 rapports,7.0,136.0
Renault Koleos,27999.0,26/03/2019,0,39870,Diesel,Boîte automatique 6 rapports,10.0,175.0
Alfa Romeo Stelvio,27299.0,22/07/2019,0,105498,Diesel,Boîte automatique,10.0,190.0
Mercedes Classe A Nouvelle,27499.0,09/08/2018,0,42387,Essence,Boîte automatique 7 rapports,8.0,163.0
Nissan Qashqai Nouveau,29499.0,01/01/2022,0,6887,Micro-hybride essence,Boîte manuelle 6 rapports,7.0,140.0
Kia Niro,30499.0,30/06/2020,0,51054,455 km,Électrique,,3.0
Ford Focus SW,28359.0,07/10/2021,0,12737,Essence,Boîte automatique,8.0,150.0
Jeep Compass,29999.0,29/07/2021,0,10255,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Volkswagen Golf 8 SW,26499.0,01/12/2021,0,2255,,,5.0,108.0
Kia ProCeed,29044.0,13/07/2022,0,11714,,,8.0,160.0
BMW Série 3,29999.0,28/02/2018,0,42800,Diesel,Boîte automatique 8 rapports,10.0,190.0
Audi A1 CITYCARVER,26999.0,29/03/2021,0,42127,,,8.0,150.0
Ford Mondeo SW,26499.0,22/10/2019,0,42883,,,9.0,187.0
Skoda Kodiaq,28699.0,30/10/2017,0,59286,Diesel,Boîte automatique 7 rapports,11.0,190.0
Audi A5 Sportback,29999.0,25/09/2017,0,63904,Diesel,Boîte automatique 7 rapports,10.0,190.0
Renault Espace 5,34999.0,20/07/2018,0,47679,,,13.0,225.0
Toyota Corolla,31299.0,16/12/2021,0,9754,Hybride essence,Boîte automatique,,6.0
Mercedes Classe C Break,28753.0,06/03/2019,0,57187,,,10.0,194.0
Skoda Karoq,32099.0,15/01/2021,0,59816,Essence,Boîte automatique,8.0,150.0
BMW I3,28999.0,30/12/2020,0,14279,,,,5.0
BMW X3,30999.0,28/05/2019,0,101600,Diesel,Boîte automatique 8 rapports,11.0,190.0
Volkswagen Touran,33899.0,01/09/2021,0,35875,Diesel,Boîte automatique,7.0,147.0
Land Rover Range Rover Evoque,35599.0,28/01/2019,0,40725,Diesel,Boîte automatique,,8.0
Audi A3 Sportback Nouvelle,36499.0,01/12/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Mercedes GLC,34999.0,09/02/2018,0,84109,Diesel,Boîte automatique 9 rapports,11.0,204.0
Peugeot 3008 Nouveau,34999.0,05/03/2021,0,24024,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,180.0
Mini Mini countryman,31999.0,15/01/2019,0,70607,,,6.0,136.0
Audi Q3 Nouveau,32999.0,29/08/2019,0,54439,Diesel,Boîte automatique 7 rapports,8.0,150.0
BMW Série 4 Gran Coupé,33499.0,25/04/2018,0,36862,Diesel,Boîte automatique 8 rapports,10.0,190.0
Mazda CX-30,33899.0,25/11/2022,1,0,,,10.0,186.0
Skoda Superb,33099.0,29/06/2021,0,23542,Diesel,Boîte automatique,,7.0
Cupra Formentor,35148.0,24/03/2022,0,5426,,,8.0,150.0
Volkswagen Passat SW,34099.0,11/06/2020,0,58640,Diesel,Boîte automatique,,8.0
BMW X2,34999.0,06/11/2019,0,26003,,,8.0,150.0
Citroën C5 X,46399.0,21/06/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
Peugeot TRAVELLER,34999.0,16/04/2019,0,73713,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Opel Astra,35399.0,06/07/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,8.0,150.0
Mitsubishi Eclipse Cross,35399.0,28/02/2022,0,21279,,,5.0,98.0
Audi A3,40399.0,01/06/2022,0,5545,Essence,Boîte automatique,7.0,147.0
Seat Tarraco,35655.0,01/06/2019,0,39990,,,10.0,187.0
Audi Q3 Sportback,48690.0,01/11/2022,1,0,Diesel,Boîte automatique 7 rapports,8.0,150.0
Fiat SCUDO FOURGON,35799.0,16/05/2022,1,0,,,7.0,145.0
BMW Série 5 Touring,36899.0,19/04/2019,0,82568,Diesel,Boîte automatique 8 rapports,10.0,190.0
Renault MASTER FOURGON,37599.0,01/07/2022,1,0,Diesel,Boîte manuelle 6 rapports,8.0,135.0
BMW Série 2 Gran Coupé,37044.0,10/04/2022,0,13335,,,7.0,136.0
Opel MOVANO FOURGON,36399.0,27/09/2022,1,0,,,7.0,165.0
Volkswagen Tiguan Allspace,40899.0,01/10/2021,0,27875,Diesel,Boîte automatique,7.0,147.0
Toyota RAV 4 Nouveau,41899.0,03/01/2023,1,0,Hybride essence,Boîte automatique 1 rapport,,9.0
Volkswagen T-ROC NOUVEAU,38399.0,31/08/2022,1,0,,,8.0,150.0
Volkswagen T-Roc Cabriolet,38399.0,15/09/2022,1,0,,,8.0,150.0
Citroën Jumpy Fourgon,39199.0,20/04/2022,0,10,,,7.0,177.0
Peugeot Expert Fourgon,39599.0,29/07/2022,1,0,,,7.0,179.0
Opel Grandland,41299.0,30/07/2021,0,15273,,,11.0,200.0
DS DS4,44199.0,16/01/2022,0,3932,Essence,Boîte automatique,,13.0
Volvo XC40,43999.0,28/02/2020,0,27822,Hybride essence rechargeable,Boîte automatique,10.0,180.0
Volkswagen Arteon,43623.0,04/01/2022,0,7791,Diesel,Boîte automatique,,10.0
Mercedes CLA,45899.0,29/07/2022,1,0,Diesel,Boîte automatique 8 rapports,8.0,150.0
Volvo XC60,48663.0,23/02/2021,0,20378,Micro-hybride diesel,Boîte automatique,11.0,197.0
Citroën NEW C5 X,46799.0,28/07/2022,1,0,,,18.0,225.0
BMW Série 5,49199.0,29/01/2021,0,27812,Micro-hybride diesel,Boîte automatique,10.0,190.0
DS DS9,48999.0,22/03/2021,0,6515,,,10.0,180.0
Volkswagen Id.4,52199.0,01/04/2021,0,9195,,,,11.0
Mercedes GLC Coupé,59999.0,18/11/2021,0,44508,Hybride diesel rechargeable,Boîte automatique 9 rapports,11.0,194.0
Audi Q5 SPORTBACK,57799.0,29/07/2022,1,0,,,9.0,163.0
Tesla MODEL X,65499.0,19/04/2017,0,53155,,,,9.0
BMW X5,67999.0,24/12/2019,0,115033,Hybride essence rechargeable,Boîte automatique 8 rapports,15.0,286.0
Kia Picanto,11299.0,07/07/2017,0,18995,Essence,Boîte manuelle 5 rapports,4.0,67.0
Renault Clio 4 Société,10799.0,18/06/2019,0,80713,,,4.0,75.0
Alfa Romeo MiTo,11499.0,16/10/2015,0,42611,Essence,Boîte manuelle 6 rapports,5.0,105.0
Mazda CX-3,18299.0,03/01/2018,0,61391,Essence,Boîte automatique 6 rapports,7.0,120.0
Hyundai Ioniq,20999.0,01/08/2017,0,43699,Hybride essence,Boîte automatique 6 rapports,5.0,105.0
Volkswagen Golf 7 SW,18999.0,01/06/2020,0,22445,,,5.0,113.0
Mercedes GLA Nouveau,25999.0,30/04/2019,0,54519,Essence,Boîte manuelle 6 rapports,7.0,122.0
Toyota Prius,22599.0,03/01/2017,0,54691,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
Peugeot Partner Fourgon,22299.0,15/09/2022,0,10,,,5.0,100.0
Opel Mokka Nouveau,23999.0,30/08/2021,0,11098,,,5.0,100.0
BMW X4,33999.0,21/06/2018,0,106541,,,11.0,190.0
Volvo V60,42287.0,25/06/2021,0,7982,Hybride diesel,Boîte automatique,7.0,197.0
Peugeot 208,10499.0,01/10/2012,0,86365,Essence,Boîte manuelle,,
Peugeot 3008,19499.0,27/10/2016,0,57172,Diesel,Boîte manuelle 6 rapports,6.0,120.0
Dacia Duster,22190.0,29/12/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,100.0
Peugeot 2008,11799.0,28/11/2016,0,114408,Diesel,Boîte manuelle 5 rapports,5.0,100.0
Renault Clio 4,10499.0,28/05/2014,0,121987,Diesel,Boîte manuelle 5 rapports,4.0,90.0
Peugeot 308,14299.0,17/06/2015,0,63021,Essence,Boîte manuelle 5 rapports,5.0,110.0
Citroën C3,10697.0,21/07/2016,0,97725,Essence,Boîte manuelle 5 rapports,4.0,68.0
Dacia Sandero,14999.0,15/03/2018,0,1626,Essence,Boîte manuelle 5 rapports,5.0,90.0
Renault Captur,14299.0,13/08/2019,0,29612,Essence,Boîte manuelle 5 rapports,5.0,90.0
Volkswagen Polo,11499.0,20/06/2016,0,94585,Essence,Boîte manuelle 5 rapports,4.0,75.0
Renault Twingo 3,9599.0,04/08/2015,0,69132,Essence,Boîte manuelle 5 rapports,4.0,70.0
Nissan Qashqai,18999.0,28/07/2017,0,44260,Essence,Boîte manuelle 6 rapports,6.0,115.0
Fiat 500,10499.0,16/04/2018,0,89082,Essence,Boîte manuelle 5 rapports,4.0,69.0
Renault Mégane 4,13999.0,30/11/2016,0,116024,Diesel,Boîte manuelle 6 rapports,5.0,110.0
Renault Zoé,9799.0,30/01/2015,0,58688,165 km,Électrique,,1.0
Citroën C4 Cactus,15999.0,29/05/2019,0,65237,Essence,Boîte manuelle 6 rapports,5.0,110.0
Renault Clio 5,18999.0,01/11/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,91.0
Renault Kadjar,16999.0,12/04/2018,0,91617,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Volkswagen Golf 7,16499.0,31/05/2019,0,96266,Essence,Boîte manuelle 6 rapports,6.0,115.0
Peugeot 5008,27999.0,05/11/2019,0,38825,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Mercedes Classe A,26499.0,24/03/2017,0,38482,Essence,Boîte automatique 7 rapports,8.0,156.0
Mini Mini,15999.0,05/01/2018,0,71975,Essence,Boîte manuelle 6 rapports,5.0,102.0
Citroën C4 Picasso,16499.0,23/01/2017,0,72175,Diesel,Boîte automatique 6 rapports,6.0,120.0
Citroën C5 Aircross,30999.0,30/11/2022,1,0,Diesel,Boîte manuelle 6 rapports,7.0,131.0
Renault Captur Nouveau,22599.0,01/08/2022,1,0,Essence,Boîte manuelle 6 rapports,5.0,90.0
Citroën Berlingo,22499.0,27/02/2019,0,20556,Essence,Boîte manuelle 6 rapports,6.0,110.0
Opel Mokka,13399.0,27/02/2015,0,77767,Diesel,Boîte manuelle 6 rapports,7.0,136.0
Skoda Fabia,13999.0,27/09/2019,0,31273,Essence,Boîte manuelle 5 rapports,4.0,75.0
DS DS 3,14299.0,27/12/2017,0,42136,Essence,Boîte manuelle 5 rapports,4.0,82.0
Fiat Tipo,14555.0,31/07/2019,0,24297,Essence,Boîte manuelle,,4.0
Volkswagen Up,13599.0,23/12/2021,0,450,Essence,Boîte manuelle 5 rapports,4.0,68.0
Nissan Micra,13999.0,18/06/2019,0,31689,Essence,Boîte manuelle 5 rapports,5.0,100.0
Volkswagen Tiguan,21999.0,15/05/2018,0,75095,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Ford Focus,15399.0,08/11/2018,0,61815,Essence,Boîte manuelle 6 rapports,5.0,100.0
Volkswagen T-Roc,21999.0,30/11/2018,0,52462,Essence,Boîte manuelle 6 rapports,8.0,150.0
Renault Scenic 3,11799.0,28/09/2016,0,93901,Essence,Boîte manuelle 6 rapports,6.0,115.0
Renault Scénic 4,17999.0,25/06/2018,0,58027,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Renault Mégane 3,13999.0,26/11/2015,0,68402,Essence,Boîte automatique 6 rapports,7.0,132.0
Ford Ecosport,15499.0,16/11/2018,0,47294,Essence,Boîte manuelle 6 rapports,7.0,125.0
Smart FORTWO,14999.0,28/09/2018,0,35291,Essence,Boîte automatique 6 rapports,4.0,70.0
Audi A1 Sportback,26199.0,01/06/2021,0,12630,Essence,Boîte manuelle,5.0,108.0
Fiat 500C,16999.0,03/09/2019,0,26766,Essence,Boîte automatique 5 rapports,4.0,69.0
Opel Crossland X,17499.0,29/12/2020,0,17835,Essence,Boîte manuelle 6 rapports,6.0,110.0
Audi Q2,22499.0,22/03/2017,0,105752,Diesel,Boîte automatique 7 rapports,8.0,150.0
Citroën C3 Aircross Nouveau,17999.0,22/03/2022,0,14432,Essence,Boîte manuelle 6 rapports,6.0,110.0
Renault Mégane 4 Estate,20499.0,06/04/2020,0,73646,Essence,Boîte manuelle 6 rapports,6.0,115.0
Kia Stonic,16999.0,10/12/2019,0,37687,Essence,Boîte manuelle 5 rapports,5.0,100.0
Suzuki Swift,17499.0,22/06/2020,0,23684,Essence,Boîte manuelle 5 rapports,4.0,90.0
Volkswagen TAIGO,27299.0,01/09/2022,1,0,Essence,Boîte automatique 7 rapports,6.0,110.0
Seat Ibiza,16499.0,18/07/2020,0,37876,Diesel,Boîte manuelle 5 rapports,5.0,95.0
Mercedes GLA,23999.0,31/10/2018,0,127230,Diesel,Boîte automatique,9.0,170.0
Mercedes Classe B,18499.0,01/03/2017,0,54005,Diesel,Boîte manuelle 6 rapports,5.0,109.0
Ford Kuga,19499.0,07/08/2017,0,83920,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Ford C-Max,13999.0,24/03/2017,0,97013,Essence,Boîte manuelle 6 rapports,6.0,125.0
DS DS 4,15999.0,23/01/2018,0,48700,Essence,Boîte manuelle 6 rapports,7.0,131.0
Jeep Renegade,25320.0,26/03/2021,0,11268,Essence,Boîte automatique,8.0,150.0
Opel Mokka X,16299.0,26/02/2019,0,70339,Diesel,Boîte manuelle 6 rapports,7.0,136.0
Volkswagen Golf Sportsvan,16999.0,16/11/2017,0,105261,Essence,Boîte automatique 7 rapports,7.0,125.0
Mini Countryman,18999.0,21/11/2017,0,82503,Diesel,Boîte manuelle 6 rapports,8.0,150.0
Hyundai Tucson,19499.0,08/11/2017,0,81107,Diesel,Boîte automatique 7 rapports,7.0,141.0
Toyota Auris,20299.0,15/03/2017,0,41734,Hybride essence,Boîte automatique 1 rapport,4.0,98.0
Kia Sportage,22499.0,01/09/2020,0,39919,Diesel,Boîte manuelle,6.0,115.0
Fiat TIPO Station Wagon,14999.0,09/03/2018,0,64148,Essence,Boîte manuelle 6 rapports,7.0,120.0
Volkswagen Golf 8,24999.0,01/08/2021,0,31535,Essence,Boîte manuelle,7.0,147.0
DS DS3 Crossback,26699.0,28/09/2021,0,22677,Diesel,Boîte manuelle,6.0,110.0
Seat Arona,17999.0,05/06/2018,0,58925,Essence,Boîte manuelle 6 rapports,8.0,150.0
Volkswagen T-CROSS,21699.0,05/05/2022,0,3719,Essence,Boîte manuelle 5 rapports,5.0,95.0
Citroën C4 Nouvelle,22899.0,24/03/2021,0,18090,Essence,Boîte manuelle,6.0,130.0
BMW Série 2 Active Tourer,20999.0,27/06/2018,0,87728,Essence,Boîte automatique 7 rapports,7.0,140.0
Dacia SPRING,19299.0,28/10/2021,0,9541,,,,2.0
DS DS7 Crossback,30199.0,13/04/2018,0,80461,Essence,Boîte automatique,13.0,225.0
Citroën Grand C4 Picasso,22399.0,29/12/2017,0,53506,Diesel,Boîte automatique,6.0,120.0
Nissan Leaf,18499.0,21/08/2019,0,94005,270 km,Électrique,,4.0
Seat Ateca,22499.0,30/07/2019,0,54315,Essence,Boîte manuelle 6 rapports,8.0,150.0
Fiat Fiorino,18399.0,25/07/2022,1,0,,,5.0,95.0
Skoda Kamiq,19999.0,10/06/2020,0,22808,Essence,Boîte manuelle,,4.0
Opel Grandland X,21999.0,22/05/2020,0,24321,Diesel,Boîte manuelle 6 rapports,7.0,130.0
Mini Clubman,23099.0,23/12/2019,0,51141,Diesel,Boîte automatique,8.0,150.0
Toyota YARIS HYBRIDE,26199.0,12/08/2022,1,0,Hybride essence,Boîte automatique 1 rapport,5.0,92.0
Abarth 595,20776.0,19/07/2018,0,38869,Essence,Boîte manuelle,8.0,160.0
Seat Leon,22799.0,02/06/2021,0,10540,Diesel,Boîte manuelle,6.0,116.0
Toyota RAV4,25999.0,19/05/2016,0,90475,Hybride essence,Boîte automatique 1 rapport,8.0,155.0
Lexus CT,20499.0,30/11/2017,0,66745,Hybride essence,Boîte automatique 1 rapport,5.0,99.0
Peugeot 508,27799.0,22/05/2019,0,43706,Essence,Boîte automatique 8 rapports,10.0,180.0
Opel Crossland,20999.0,12/11/2020,0,9310,,,7.0,130.0
Opel CROSSLAND NOUVEAU,20799.0,29/01/2021,0,15254,Diesel,Boîte automatique 6 rapports,6.0,120.0
Kia Ceed,21691.0,15/09/2021,0,27855,,,8.0,160.0
Renault Kadjar Nouveau,20499.0,05/08/2019,0,47793,Diesel,Boîte automatique 7 rapports,6.0,115.0
Peugeot 508 SW,27499.0,24/08/2020,0,50184,Essence,Boîte automatique 8 rapports,10.0,180.0
Citroën GRAND C4 SPACETOURER,26999.0,30/03/2021,0,29580,Essence,Boîte manuelle 6 rapports,7.0,130.0
Renault Arkana,33899.0,01/04/2022,1,0,Micro-hybride essence,Boîte automatique 7 rapports,7.0,140.0
Skoda Scala,22399.0,08/11/2021,0,25747,Essence,Boîte manuelle,,7.0
Hyundai i30,22754.0,24/02/2022,0,9122,Essence,Boîte manuelle,,5.0
Volkswagen Golf,26529.0,25/03/2019,0,29920,Essence,Boîte manuelle,7.0,150.0
Mercedes CLA Shooting Brake,25499.0,16/11/2017,0,71719,Diesel,Boîte automatique 7 rapports,9.0,177.0
Volkswagen Passat,24946.0,25/02/2020,0,19700,,,,7.0
Kia Xceed,24999.0,19/03/2020,0,19431,Essence,Boîte automatique,,7.0
Mazda CX-5,25999.0,26/04/2019,0,54913,Essence,Boîte manuelle 6 rapports,9.0,165.0
Tesla MODEL 3,39499.0,31/08/2021,0,19727,448 km,Électrique,,7.0
Skoda Octavia,25799.0,28/07/2021,0,22551,Diesel,Boîte manuelle,,5.0
Audi A4,26699.0,25/03/2016,0,82900,Diesel,Boîte automatique 7 rapports,12.0,218.0
Alfa Romeo Stelvio,27099.0,06/02/2019,0,114754,Diesel,Boîte automatique,9.0,160.0
Renault Talisman Estate,27999.0,08/07/2020,0,34111,Diesel,Boîte automatique 6 rapports,11.0,200.0
Jeep Cherokee,26499.0,29/11/2018,0,71555,Diesel,Boîte automatique 9 rapports,10.0,185.0
Kia Niro,32999.0,14/01/2021,0,28564,455 km,Électrique,,3.0
Alfa Romeo Giulia,29499.0,30/10/2018,0,25237,Essence,Boîte automatique 8 rapports,11.0,200.0
Ford Focus SW,28959.0,04/11/2021,0,14074,Essence,Boîte automatique,8.0,150.0
BMW Série 3,30499.0,24/12/2019,0,55938,Essence,Boîte automatique 8 rapports,10.0,184.0
Mercedes Classe A Nouvelle,26999.0,29/08/2018,0,59458,Diesel,Boîte automatique 7 rapports,6.0,116.0
Audi A1 Citycarver,27699.0,01/02/2021,0,16060,,,5.0,108.0
Renault Koleos,29999.0,20/01/2021,0,25865,Essence,Boîte automatique 7 rapports,8.0,160.0
Suzuki VITARA,28899.0,28/10/2022,1,0,Micro-hybride essence,Boîte automatique 6 rapports,5.0,102.0
Mercedes Classe C,31999.0,18/06/2020,0,68075,Diesel,Boîte automatique 9 rapports,8.0,160.0
Jeep Compass,32115.0,28/02/2022,0,19857,Diesel,Boîte manuelle,7.0,131.0
Skoda Karoq,33104.0,10/03/2022,0,9633,Essence,Boîte automatique,,7.0
Toyota Corolla,29999.0,02/12/2022,1,0,Hybride essence,Boîte automatique 1 rapport,5.0,98.0
Audi A4 Avant,34323.0,17/06/2019,0,51848,Diesel,Boîte automatique,10.0,190.0
BMW X3,32299.0,25/10/2018,0,51699,Diesel,Boîte automatique 8 rapports,7.0,150.0
Skoda Kodiaq,30999.0,24/06/2020,0,42982,Diesel,Boîte automatique 7 rapports,8.0,150.0
Audi A5 Sportback,32099.0,09/04/2018,0,74985,Diesel,Boîte automatique,7.0,150.0
Volkswagen Touran,36199.0,01/04/2021,0,32075,Diesel,Boîte automatique,7.0,147.0
Peugeot 3008 Nouveau,37499.0,24/06/2021,0,7350,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,180.0
Nissan Qashqai Nouveau,34485.0,31/03/2022,0,20886,Micro-hybride essence,Boîte automatique,8.0,158.0
Mercedes GLC,35999.0,12/06/2018,0,62716,Diesel,Boîte automatique 9 rapports,12.0,204.0
Land Rover Range Rover Evoque,37799.0,30/08/2018,0,67420,Diesel,Boîte automatique,10.0,180.0
Audi Q3 Nouveau,39999.0,01/01/2023,1,0,Micro-hybride essence,Boîte automatique 7 rapports,8.0,150.0
Cupra Formentor,35753.0,24/03/2022,0,5083,,,8.0,150.0
Mazda CX-30,34799.0,25/11/2022,1,0,,,10.0,186.0
Citroën C5 X,42999.0,28/10/2022,1,0,Hybride essence rechargeable,Boîte automatique 8 rapports,10.0,181.0
